site,local_site,year,location,depth,date,time,chl_a,pH,temp,std_conduct,conduct,DO,sat,nitrate,secchi,PAR,comments
NWT,GL4,2014,LAKE,9,7/31/14,10:10,0.99,5.52,7.45,8.2,9.3,5.8,50.5,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,10,7/31/14,10:38,NaN,5.28,7.4,8.4,9.6,5.75,49.9,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,11,7/31/14,10:39,NaN,5.29,7.4,8.4,9.6,5.66,49.1,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,12,7/31/14,10:41,NaN,5.29,7.4,7.4,8.9,5.54,48.1,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,13,7/31/14,10:42,NaN,5.28,7.4,8.6,9.8,5.45,47.3,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,0,8/5/14,9:00,0.02,8.28,11.7,26,31.7,5.45,52.4,NaN,4,NaN,Overcast; cold; windy
NWT,GL1,2014,LAKE,1,8/5/14,9:07,NaN,8.26,11.7,26.8,32.8,5.47,52.6,NaN,NaN,NaN,Chl-a: all 500mL
NWT,GL1,2014,LAKE,2,8/5/14,9:11,NaN,8.15,11.7,26.9,32.8,5.45,52.6,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,3,8/5/14,9:43,0.02,8.03,11.7,26.7,38.7,5.51,52.8,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,4,8/5/14,9:14,NaN,8.03,11.4,26.6,32.4,5.61,53.5,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,5,8/5/14,9:16,NaN,8.02,10.75,26.8,32.4,5.99,56.5,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,6,8/5/14,9:49,0.06,8.17,9.35,25.4,30.2,6.42,58.8,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,7,8/5/14,9:22,NaN,7.52,8.3,25.7,29.8,6.45,56.9,NaN,NaN,NaN,NaN
NWT,GL4,2014,INLET,0,8/7/14,10:15,0.87,6.11,10.65,7.5,9,5.08,47.7,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,0,8/7/14,9:46,1.34,7.14,8.95,8.8,10.3,5.7,51.5,NaN,4,NaN,Sunny
NWT,GL4,2014,OUTLET,0,8/7/14,9:49,1.09,7.04,9.5,9.1,10.7,5.44,49.3,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,1,8/7/14,10:12,NaN,7.12,8.75,8.8,10.2,5.74,51.5,NaN,NaN,NaN,Chl-a: all 500mL
NWT,GL4,2014,LAKE,2,8/7/14,10:13,NaN,7.09,8.65,8.8,10.3,5.75,51.7,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,3,8/7/14,9:50,1.46,7.07,8.6,8.7,10.1,5.75,51.6,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,4,8/7/14,10:17,NaN,6.94,8.5,8.6,10,5.76,51.6,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,5,8/7/14,10:20,NaN,6.82,8.4,8.6,9.9,5.76,51.3,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,6,8/7/14,10:22,NaN,6.62,8.4,8.5,9.9,5.74,51.1,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,7,8/7/14,10:24,NaN,6.56,8.3,8.6,9.9,5.74,51,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,8,8/7/14,10:26,NaN,6.49,8.25,8.6,9.9,5.74,50.9,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,9,8/7/14,10:00,1.09,6.43,8.05,8.7,10,5.77,50.7,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,10,8/7/14,10:31,NaN,6.34,7.85,8.8,10,5.78,50.8,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,11,8/7/14,10:32,NaN,6.27,7.5,8.6,9.9,5.8,50.2,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,12,8/7/14,10:33,NaN,6.17,7.1,8.5,9.8,5.58,47.6,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,13,8/7/14,10:34,NaN,6.13,7,8.7,9.8,5.5,47.4,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,0,8/12/14,9:25,0.01,7.04,11.4,26.2,32,4.61,44.2,NaN,6.5,NaN,Not a cloud in the sky; calm
NWT,GL1,2014,LAKE,1,8/12/14,9:12,NaN,6.9,11.3,26.1,31.8,4.75,45.5,NaN,NaN,NaN,Chl-a: all 500mL
NWT,GL1,2014,LAKE,2,8/12/14,9:15,NaN,6.89,11.3,26.1,31.7,4.8,46.1,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,3,8/12/14,9:28,0.01,6.9,11.2,25.9,31.6,4.88,46.6,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,4,8/12/14,9:17,NaN,6.88,11.2,26.1,31.7,4.91,46.8,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,5,8/12/14,9:19,NaN,6.84,11.2,26.1,31.7,4.93,47,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,6,8/12/14,9:35,0.01,6.55,10.85,25.9,31.3,4.99,47.3,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,7,8/12/14,9:22,NaN,6.4,9.55,25.9,29.7,5.27,48.3,NaN,NaN,NaN,NaN
NWT,GL4,2014,INLET,0,8/14/14,11:30,0.75,6.66,9.9,7.5,8.7,4.04,36.9,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,0,8/14/14,9:56,1.24,6.9,9.95,9.8,11.5,4.95,45.9,NaN,5,NaN,Cloudy; windy; cold
NWT,GL4,2014,OUTLET,0,8/14/14,11:24,1.47,9.22,10.6,10.3,12.2,4.18,39.5,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,1,8/14/14,10:12,NaN,6.6,9.9,8.9,12.1,5.04,46.8,NaN,NaN,NaN,No DOC for outlet: broken bottle
NWT,GL4,2014,LAKE,2,8/14/14,10:13,NaN,6.43,9.85,9.4,10.5,5.09,47.1,NaN,NaN,NaN,Chl-a: all 500mL
NWT,GL4,2014,LAKE,3,8/14/14,9:56,1.6,6.33,9.45,9.5,11.3,5.25,48,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,4,8/14/14,10:14,NaN,6.02,9.3,9.1,11.2,5.32,48.6,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,5,8/14/14,10:15,NaN,6.03,9.1,9.4,10.8,5.39,48.8,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,6,8/14/14,10:15,NaN,6.03,8.95,9.2,11,5.42,49,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,7,8/14/14,10:15,NaN,5.24,8.7,9.5,11.6,5.44,48.6,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,8,8/14/14,10:16,NaN,5.44,8.4,9.3,11,5.43,48.2,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,9,8/14/14,10:00,1.51,5.22,8.15,9.4,10.9,5.44,48.1,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,10,8/14/14,10:16,NaN,5.05,7.9,9.4,10.9,5.43,47.7,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,11,8/14/14,10:17,NaN,5.15,7.6,9.6,10.7,5.41,46.7,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,12,8/14/14,10:17,NaN,5.31,7.55,9.4,10.81,5.25,45.5,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,13,8/14/14,10:18,NaN,5.21,7.45,11.2,12.5,4.81,39.2,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,0,8/19/14,9:11,0.01,6.73,12.15,27,33.4,4.49,43.8,NaN,6.5,NaN,Mostly clear; windy; cool
NWT,GL1,2014,LAKE,1,8/19/14,9:30,NaN,6.46,12.2,27.4,33.8,4.76,46.3,NaN,NaN,NaN,Chl-a: all 500mL
NWT,GL1,2014,LAKE,2,8/19/14,9:35,NaN,6.52,12.2,27.5,33.8,4.75,46.3,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,3,8/19/14,9:15,0.01,6.41,12.2,27.4,33.7,4.76,46.4,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,4,8/19/14,9:36,NaN,6.12,12.05,27.4,33.9,4.78,46.3,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,5,8/19/14,9:37,NaN,6.31,11.95,27.3,33.8,4.76,46.2,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,6,8/19/14,9:21,0.01,6.21,11.85,27.3,33.4,4.79,46.4,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,7,8/19/14,9:41,NaN,6.06,11,27.2,33.1,4.85,45,NaN,NaN,NaN,NaN
NWT,GL4,2014,INLET,0,8/21/14,9:54,0.62,9.5,7.45,9.4,10.8,3.26,29.7,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,0,8/21/14,10:15,1.75,6.13,9.7,11.3,13.3,4.84,44.6,NaN,5.5,NaN,Cold and very windy; anchor from shore; sunny
NWT,GL4,2014,OUTLET,0,8/21/14,9:29,1.45,6.52,9.4,10.6,11.6,2.78,24.8,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,1,8/21/14,11:06,NaN,6.09,9.7,11.2,13.3,4.86,44.6,NaN,NaN,NaN,Hit bottom at 12.5m
NWT,GL4,2014,LAKE,2,8/21/14,11:07,NaN,6.09,9.7,11.3,13.3,4.85,44.6,NaN,NaN,NaN,Chl-a: all 500mL
NWT,GL4,2014,LAKE,3,8/21/14,10:27,1.66,6.09,9.7,11.3,13.3,4.87,44.8,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,4,8/21/14,11:09,NaN,6.08,9.7,11.3,13.3,4.86,44.7,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,5,8/21/14,11:11,NaN,6.15,9.7,11.2,13.2,4.86,44.7,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,6,8/21/14,11:12,NaN,6.11,9.7,11.2,13.3,4.86,44.8,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,7,8/21/14,11:13,NaN,6.12,9.6,11.2,13.2,4.85,44.7,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,8,8/21/14,11:15,NaN,6.1,9.6,11.2,13.2,4.86,44.6,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,9,8/21/14,10:38,1.43,6.12,9.6,11.2,13.2,4.86,44.5,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,10,8/21/14,11:19,NaN,6.11,9.5,10.9,13,4.86,44.3,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,11,8/21/14,11:21,NaN,5.99,9.4,11.2,13.1,4.84,44.1,NaN,NaN,NaN,NaN
NWT,GL4,2014,LAKE,12,8/21/14,11:25,NaN,5.85,9.35,12.8,14.5,4.81,44,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,0,8/26/14,10:00,0.02,5.88,10.5,28.3,33.9,3.97,37.3,NaN,7.5,NaN,Cloudy. Wind gusts but otherwise calm; sunny-ish
NWT,GL1,2014,LAKE,1,8/26/14,10:27,NaN,5.81,10.4,28.3,33.8,4.02,37.6,NaN,NaN,NaN,Chl-a: all 500mL
NWT,GL1,2014,LAKE,2,8/26/14,10:28,NaN,5.79,10.35,28.4,34,4.04,37.7,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,3,8/26/14,10:01,0.01,5.78,10.2,28,33.5,4.07,37.9,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,4,8/26/14,10:29,NaN,5.7,10.2,27.9,33.6,4.09,38.1,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,5,8/26/14,10:29,NaN,5.7,10.1,28.2,33.5,4.1,38.1,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,6,8/26/14,10:10,0,5.71,10.05,27.9,33.3,4.12,38.3,NaN,NaN,NaN,NaN
NWT,GL1,2014,LAKE,7,8/26/14,10:30,NaN,5.59,9.9,27.8,33.3,4.08,37.9,NaN,NaN,NaN,NaN
NWT,GL1,2015,LAKE,0,7/9/15,9:44,12.93,8.1,9.6,21,30,6.15,57.4,NaN,5.5,1416.2,"partly cloudy, windy, cool"
NWT,GL1,2015,LAKE,1,7/9/15,9:47,NaN,8.02,9.6,21,30,6.17,57.4,NaN,NaN,1682.3,Chl-a: all 500mL
NWT,GL1,2015,LAKE,2,7/9/15,9:50,NaN,7.62,9.6,22,31,6.12,57,NaN,NaN,1063.1,NaN
NWT,GL1,2015,LAKE,3,7/9/15,9:54,7.16,7.73,9.6,22,30,6.09,56.32,NaN,NaN,212.2,NaN
NWT,GL1,2015,LAKE,4,7/9/15,9:57,NaN,7.76,9.6,21,30,6.13,57,NaN,NaN,337.3,NaN
NWT,GL1,2015,LAKE,5,7/9/15,10:09,NaN,7.6,9.5,21,30,6.14,57,NaN,NaN,86.9,NaN
NWT,GL1,2015,LAKE,6,7/9/15,10:18,19.87,7.8,8.7,22,31,6.05,56.3,NaN,NaN,69.9,NaN
NWT,GL1,2015,LAKE,7,7/9/15,10:23,NaN,7.05,7.56,21,32,6.04,53.25,NaN,NaN,91.5,NaN
NWT,GL4,2015,INLET,0,7/14/15,11:31,5.6,6.83,8.34,4,6,6.46,59.55,NaN,NaN,NaN,NaN
NWT,GL4,2015,LAKE,0,7/14/15,10:20,3.42,7.81,6.98,5,8,7.54,66.4,NaN,4.5,1402,"sunny, calm"
NWT,GL4,2015,OUTLET,0,7/14/15,10:20,8,7.09,7.98,6,8,6.5,59.6,NaN,NaN,NaN,NaN
NWT,GL4,2015,LAKE,1,7/14/15,10:44,NaN,7.81,6.87,5,8,7.47,65.9,NaN,NaN,974.4,Chl-a: all 500mL
NWT,GL4,2015,LAKE,2,7/14/15,10:45,NaN,7.54,6.84,5,8,7.21,64.8,NaN,NaN,852.5,NaN
NWT,GL4,2015,LAKE,3,7/14/15,10:23,3.46,7.34,6.8,5,8,7.13,64.5,NaN,NaN,471.9,NaN
NWT,GL4,2015,LAKE,4,7/14/15,10:47,NaN,7.22,6.68,5,7,7.2,64.8,NaN,NaN,356.7,NaN
NWT,GL4,2015,LAKE,5,7/14/15,10:48,NaN,7.11,6.62,5,7,7.08,63.8,NaN,NaN,205.5,NaN
NWT,GL4,2015,LAKE,6,7/14/15,10:49,NaN,7.01,6.61,5,8,7.15,64.5,NaN,NaN,162.6,NaN
NWT,GL4,2015,LAKE,7,7/14/15,10:50,NaN,6.89,6.6,5,7,6.8,64.4,NaN,NaN,115.5,NaN
NWT,GL4,2015,LAKE,8,7/14/15,10:51,NaN,6.71,6.56,5,8,6.74,64.4,NaN,NaN,81.01,NaN
NWT,GL4,2015,LAKE,9,7/14/15,10:30,10.47,6.66,6.43,5,8,6.6,61.1,NaN,NaN,58.96,NaN
NWT,GL4,2015,LAKE,10,7/14/15,10:53,NaN,6.54,6.28,5,8,6.44,58.9,NaN,NaN,41.88,NaN
NWT,GL4,2015,LAKE,11,7/14/15,10:55,NaN,6.51,6.24,6,9,6.32,57.5,NaN,NaN,NaN,NaN
NWT,GL1,2015,LAKE,0,7/16/15,9:17,5.91,8.25,10.06,22,30,6.21,57.48,NaN,4.5,1127,sunny and windy
NWT,GL1,2015,LAKE,1,7/16/15,9:40,NaN,8.2,10.05,21,30,6.18,57.4,NaN,NaN,933.1,Chl-a: all 500mL
NWT,GL1,2015,LAKE,2,7/16/15,9:41,NaN,8.14,10.05,22,30,6.17,57.4,NaN,NaN,701.9,NaN
NWT,GL1,2015,LAKE,3,7/16/15,9:21,3.36,8.12,10.03,21,30,6.15,57.1,NaN,NaN,411.3,NaN
NWT,GL1,2015,LAKE,4,7/16/15,9:42,NaN,8.1,10.01,21,30,6.13,57.05,NaN,NaN,264.6,NaN
NWT,GL1,2015,LAKE,5,7/16/15,9:43,NaN,8.07,10.04,21,30,6.05,56.3,NaN,NaN,197.4,NaN
NWT,GL1,2015,LAKE,6,7/16/15,9:28,4.98,8.01,9.9,21,30,6.05,56.3,NaN,NaN,162.9,NaN
NWT,GL1,2015,LAKE,7,7/16/15,9:47,NaN,7.31,9.71,29,41,6.02,53.2,NaN,NaN,101.3,NaN
NWT,GL1,2015,LAKE,0,7/21/15,9:20,9.31,8.51,11.19,20,28,5.48,52.4,NaN,4,703.6,"windy, mostly cloudy"
NWT,GL1,2015,LAKE,1,7/21/15,9:46,NaN,8.43,11.19,22,30,5.45,52.6,NaN,NaN,457.7,Chl-a: all 500mL
NWT,GL1,2015,LAKE,2,7/21/15,9:47,NaN,8.51,11.17,22,29,5.5,52.8,NaN,NaN,341.1,NaN
NWT,GL1,2015,LAKE,3,7/21/15,9:24,7.14,8.52,10.96,22,30,5.48,52.6,NaN,NaN,254.9,NaN
NWT,GL1,2015,LAKE,4,7/21/15,9:50,NaN,8.48,10.8,22,30,5.51,52.8,NaN,NaN,233.1,NaN
NWT,GL1,2015,LAKE,5,7/21/15,9:51,NaN,8.42,10.71,22,31,5.42,52.58,NaN,NaN,215.3,NaN
NWT,GL1,2015,LAKE,6,7/21/15,9:30,11.37,8.2,10.33,21,29,5.45,52.6,NaN,NaN,144.8,NaN
NWT,GL1,2015,LAKE,7,7/21/15,9:52,NaN,7.85,9.52,21,30,5.4,52.8,NaN,NaN,107.1,NaN
NWT,GL4,2015,INLET,0,7/23/15,9:58,11.55,6.78,9.14,4,5,6.7,64.3,NaN,NaN,NaN,NaN
NWT,GL4,2015,LAKE,0,7/23/15,11:02,4.11,7.5,8.61,5,8,6.9,64.4,NaN,4,1604,"Sunny, windy"
NWT,GL4,2015,OUTLET,0,7/23/15,9:39,3.89,7.3,8.8,6,8,6.92,66.6,NaN,NaN,NaN,NaN
NWT,GL4,2015,LAKE,1,7/23/15,11:34,NaN,7.35,8.6,5,8,6.78,62.5,NaN,NaN,1168,"No DOC for Outlet, broken bottle"
NWT,GL4,2015,LAKE,2,7/23/15,11:36,NaN,7.31,8.61,5,8,6.68,61.8,NaN,NaN,850.6,Chl-a: all 500mL
NWT,GL4,2015,LAKE,3,7/23/15,11:05,3.38,7.24,8.61,5,8,6.55,59.7,NaN,NaN,409,NaN
NWT,GL4,2015,LAKE,4,7/23/15,11:40,NaN,7.35,8.56,5,8,6.52,59.6,NaN,NaN,308.7,NaN
NWT,GL4,2015,LAKE,5,7/23/15,11:42,NaN,7.2,8.54,5,8,6.45,58.8,NaN,NaN,227.9,NaN
NWT,GL4,2015,LAKE,6,7/23/15,11:45,NaN,7.16,8.38,5,8,6.49,60.3,NaN,NaN,204.8,NaN
NWT,GL4,2015,LAKE,7,7/23/15,11:47,NaN,6.81,8.21,5,8,6.4,57.5,NaN,NaN,149.8,NaN
NWT,GL4,2015,LAKE,8,7/23/15,11:50,NaN,6.59,8.09,5,8,6.55,57.9,NaN,NaN,97.51,NaN
NWT,GL4,2015,LAKE,9,7/23/15,11:22,1.78,6.5,8.03,5,8,6.2,56.8,NaN,NaN,73.23,NaN
NWT,GL4,2015,LAKE,10,7/23/15,11:56,NaN,6.45,7.91,5,8,6.13,52.4,NaN,NaN,47.57,NaN
NWT,GL4,2015,LAKE,11,7/23/15,12:00,NaN,5.8,7.17,5,8,5.89,49.2,NaN,NaN,35.15,NaN
NWT,GL4,2015,LAKE,12,7/23/15,12:04,NaN,5.45,7,5,8,5.8,48.5,NaN,NaN,NaN,NaN
NWT,GL4,2015,INLET,0,7/28/15,12:30,6.29,6.92,11.37,4,5,6.26,58.2,NaN,NaN,NaN,NaN
NWT,GL4,2015,LAKE,0,7/28/15,10:31,2.71,7.67,9.46,5,7,7.16,64.55,NaN,3,1338,very windy and sunny
NWT,GL4,2015,OUTLET,0,7/28/15,12:59,2.34,7.14,10.28,5,7,6.7,61.5,NaN,NaN,NaN,NaN
NWT,GL4,2015,LAKE,1,7/28/15,10:55,NaN,7.56,9.47,5,7,6.9,63.5,NaN,NaN,1118.8,Chl-a: all 500mL
NWT,GL4,2015,LAKE,2,7/28/15,10:57,NaN,7.29,9.47,5,7,6.75,61.4,NaN,NaN,861.3,NaN
NWT,GL4,2015,LAKE,3,7/28/15,10:36,2.92,7.23,9.46,6,8,6.6,66.7,NaN,NaN,507.7,NaN
NWT,GL4,2015,LAKE,4,7/28/15,11:02,NaN,7.08,9.47,6,8,6.49,58.9,NaN,NaN,323.7,NaN
NWT,GL4,2015,LAKE,5,7/28/15,11:05,NaN,7.38,9.47,5,7,6.45,59.4,NaN,NaN,225.6,NaN
NWT,GL4,2015,LAKE,6,7/28/15,11:10,NaN,7.1,9.25,6,8,6.51,58.8,NaN,NaN,145.8,NaN
NWT,GL4,2015,LAKE,7,7/28/15,11:12,NaN,7.25,9.16,5,8,6.5,58.8,NaN,NaN,93.7,NaN
NWT,GL4,2015,LAKE,8,7/28/15,11:17,NaN,7.08,8.88,5,8,6.4,58.8,NaN,NaN,68.21,NaN
NWT,GL4,2015,LAKE,9,7/28/15,10:44,3.7,7.22,8.84,5,8,6.2,56.8,NaN,NaN,51.95,NaN
NWT,GL4,2015,LAKE,10,7/28/15,11:31,NaN,6.45,8.29,5,8,6.18,56.8,NaN,NaN,33.17,NaN
NWT,GL4,2015,LAKE,11,7/28/15,11:34,NaN,5.75,7.4,5,8,6.15,56.8,NaN,NaN,NaN,NaN
NWT,GL4,2015,LAKE,12,7/28/15,11:35,NaN,5.34,7.25,6,8,6.13,56.4,NaN,NaN,NaN,NaN
NWT,GL1,2015,LAKE,0,7/30/15,9:22,17.96,8.76,13.24,22,29,NaN,NaN,NaN,3.5,1259,"sunny, calm"
NWT,GL1,2015,LAKE,1,7/30/15,10:15,NaN,8.88,12.73,23,30,NaN,NaN,NaN,NaN,824.5,"very low visibility, water yellow-greenish"
NWT,GL1,2015,LAKE,2,7/30/15,10:16,NaN,8.65,12.55,23,30,NaN,NaN,NaN,NaN,573.9,DO sensor did not work
NWT,GL1,2015,LAKE,3,7/30/15,9:29,16.58,8.38,12.07,23,30,NaN,NaN,NaN,NaN,315.5,Chl-a: all 500mL
NWT,GL1,2015,LAKE,4,7/30/15,10:21,NaN,8.38,11.87,22,30,NaN,NaN,NaN,NaN,182.9,NaN
NWT,GL1,2015,LAKE,5,7/30/15,10:24,NaN,8.27,11.54,22,30,NaN,NaN,NaN,NaN,157.1,NaN
NWT,GL1,2015,LAKE,6,7/30/15,9:35,10.85,8.09,11.34,22,30,NaN,NaN,NaN,NaN,116.9,NaN
NWT,GL1,2015,LAKE,7,7/30/15,10:29,NaN,7.53,10.41,22,30,NaN,NaN,NaN,NaN,89.76,NaN
NWT,GL1,2015,LAKE,0,8/4/15,9:51,11.28,8.59,11.95,23,30,9.4,87.1,NaN,3.9,1429,"cloudy, very windy"
NWT,GL1,2015,LAKE,1,8/4/15,10:09,NaN,8.57,11.95,22,30,9.44,87.5,NaN,NaN,1818,Chl-a: all 500mL
NWT,GL1,2015,LAKE,2,8/4/15,10:13,NaN,8.43,11.93,22,30,9.37,86.8,NaN,NaN,710.9,NaN
NWT,GL1,2015,LAKE,3,8/4/15,9:54,10.34,8.59,11.91,23,30,9.38,86.9,NaN,NaN,392.5,NaN
NWT,GL1,2015,LAKE,4,8/4/15,10:15,NaN,8.59,11.87,22,30,9.38,86.8,NaN,NaN,279.3,NaN
NWT,GL1,2015,LAKE,5,8/4/15,10:18,NaN,8.36,11.66,22,29,9.42,86.9,NaN,NaN,168.7,NaN
NWT,GL1,2015,LAKE,6,8/4/15,10:02,4.63,8.17,11.42,22,30,9.16,83.8,NaN,NaN,117.97,NaN
NWT,GL1,2015,LAKE,7,8/4/15,10:19,NaN,7.6,10.76,21,29,8.81,79.8,NaN,NaN,85.57,NaN
NWT,GL4,2015,INLET,0,8/6/15,10:05,3.11,7.08,9.33,4,6,9.45,82.5,NaN,NaN,NaN,NaN
NWT,GL4,2015,LAKE,0,8/6/15,11:11,10.66,7.18,9.95,5,7,9.73,86,NaN,4.5,1505,"sunny, very windy"
NWT,GL4,2015,OUTLET,0,8/6/15,9:46,7.14,7.23,9.96,5,7,9.73,85.8,NaN,NaN,NaN,NaN
NWT,GL4,2015,LAKE,1,8/6/15,11:46,NaN,6.42,9.96,5,7,9.41,83.4,NaN,NaN,1045,Chl-a: all 500mL
NWT,GL4,2015,LAKE,2,8/6/15,11:49,NaN,6.4,9.95,6,8,9.43,83.4,NaN,NaN,1097,NaN
NWT,GL4,2015,LAKE,3,8/6/15,11:19,7.4,6.08,9.93,6,8,9.37,82.9,NaN,NaN,589.9,NaN
NWT,GL4,2015,LAKE,4,8/6/15,11:55,NaN,6.06,9.92,6,8,9.36,82.6,NaN,NaN,421.3,NaN
NWT,GL4,2015,LAKE,5,8/6/15,11:57,NaN,5.33,9.88,6,8,9.32,82.4,NaN,NaN,277.7,NaN
NWT,GL4,2015,LAKE,6,8/6/15,12:02,NaN,5.97,9.86,5,7,9.3,82.1,NaN,NaN,211.1,NaN
NWT,GL4,2015,LAKE,7,8/6/15,12:05,NaN,5.27,9.87,5,8,9.35,82.6,NaN,NaN,153.3,NaN
NWT,GL4,2015,LAKE,8,8/6/15,12:13,NaN,5.25,9.67,5,8,9.16,80.6,NaN,NaN,66.36,NaN
NWT,GL4,2015,LAKE,9,8/6/15,11:29,5.77,6.02,9.66,5,8,9.22,81.1,NaN,NaN,54.4,NaN
NWT,GL4,2015,LAKE,10,8/6/15,12:26,NaN,5.22,9.62,6,8,9.23,81,NaN,NaN,NaN,NaN
NWT,GL4,2015,LAKE,11,8/6/15,12:28,NaN,5.21,9.4,6,8,9.09,79.4,NaN,NaN,NaN,NaN
NWT,GL4,2015,LAKE,12,8/6/15,12:33,NaN,5.18,9.09,6,8,8.57,74.2,NaN,NaN,NaN,NaN
NWT,GL4,2015,INLET,0,8/11/15,9:40,2.4,7.07,10.49,4,6,6.46,57.9,NaN,NaN,NaN,NaN
NWT,GL4,2015,LAKE,0,8/11/15,10:15,5.71,6.3,11,6,9,6.11,55.4,NaN,6.5,1602,"overcast, warm, a little windy"
NWT,GL4,2015,OUTLET,0,8/11/15,9:20,2.25,7.15,11.03,6,8,6.36,57.7,NaN,NaN,NaN,NaN
NWT,GL4,2015,LAKE,1,8/11/15,10:51,NaN,6.26,10.97,5,7,6.09,55.1,NaN,NaN,1223,NaN
NWT,GL4,2015,LAKE,2,8/11/15,10:52,NaN,6.22,10.67,7,9,6.15,55.4,NaN,NaN,873.1,Chl-a: all 500mL
NWT,GL4,2015,LAKE,3,8/11/15,10:28,1.76,5.81,10.52,6,8,6.07,54.4,NaN,NaN,687.4,NaN
NWT,GL4,2015,LAKE,4,8/11/15,11:03,NaN,5.82,10.4,5,8,6.15,55,NaN,NaN,519,NaN
NWT,GL4,2015,LAKE,5,8/11/15,11:11,NaN,8.22,10.25,6,8,6.07,54,NaN,NaN,337.5,NaN
NWT,GL4,2015,LAKE,6,8/11/15,11:14,NaN,5.23,10.12,5,8,6.09,54,NaN,NaN,265.1,NaN
NWT,GL4,2015,LAKE,7,8/11/15,11:19,NaN,5.1,9.94,6,8,6.04,53.4,NaN,NaN,192.1,NaN
NWT,GL4,2015,LAKE,8,8/11/15,11:23,NaN,5.01,9.79,6,8,5.89,51.9,NaN,NaN,136.5,NaN
NWT,GL4,2015,LAKE,9,8/11/15,10:35,8.3,5.01,9.73,6,8,6.02,53,NaN,NaN,99.77,NaN
NWT,GL4,2015,LAKE,10,8/11/15,11:34,NaN,5.01,9.4,6,8,5.88,51.4,NaN,NaN,76.53,NaN
