site,local_site,year,location,depth,date,time,chl_a,pH,temp,std_conduct,conduct,DO,sat,nitrate,secchi,PAR,comments
NWT,GL4,2007,LAKE,0,8/2/07,10:00,NaN,7.44,12.2,NaN,9.2,5.31,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2007,OUTLET,0,8/2/07,10:00,NaN,7.12,11.6,NaN,4.1,1.24,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2007,LAKE,3,8/2/07,10:00,NaN,6.32,10.8,NaN,1.1,1.6,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2007,LAKE,9,8/2/07,10:00,NaN,4.9,9,NaN,10.2,0.99,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2007,INLET,0,8/9/07,10:00,NaN,6.83,10.8,NaN,12.9,1.73,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2007,LAKE,0,8/9/07,10:00,NaN,7.3,10.7,NaN,9.6,5.04,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2007,OUTLET,0,8/9/07,10:00,NaN,7.28,1.94,NaN,11.7,5.04,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2007,LAKE,3,8/9/07,10:00,NaN,6.99,10.3,NaN,11.7,4.47,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2007,LAKE,9,8/9/07,10:00,NaN,6.75,9.8,NaN,11.7,3.58,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2007,INLET,0,8/16/07,9:30,NaN,7.05,10.1,NaN,12.2,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2007,LAKE,0,8/16/07,9:30,NaN,7.32,12,NaN,10.2,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2007,OUTLET,0,8/16/07,9:00,1.85,7.6,11.4,NaN,10.1,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2007,LAKE,3,8/16/07,9:30,NaN,5.7,11.3,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2007,LAKE,9,8/16/07,9:30,NaN,5.82,10.3,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,INLET,0,7/1/08,10:05,2.08,5.3,4.2,NaN,10.6,12.01,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,OUTLET,0,7/1/08,11:27,0.19,3.93,5,NaN,6.7,15.25,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,INLET,0,7/10/08,9:45,0.52,4.7,6,NaN,4.3,16.33,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,OUTLET,0,7/10/08,NaN,0,NaN,5.5,NaN,9.6,17.52,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,INLET,0,7/15/08,10:45,0.08,NaN,8,NaN,NaN,13.81,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,LAKE,0,7/15/08,9:40,1.31,NaN,7.2,NaN,NaN,15.12,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,OUTLET,0,7/15/08,11:53,0,NaN,8.8,NaN,NaN,17.1,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,LAKE,3,7/15/08,9:59,0.58,NaN,6.7,NaN,NaN,15.98,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,LAKE,9,7/15/08,9:47,0,NaN,6.3,NaN,NaN,15.58,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,INLET,0,7/24/08,10:52,1.21,NaN,9.7,NaN,NaN,14.68,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,LAKE,0,7/24/08,9:40,15.4,NaN,9.5,NaN,NaN,16.94,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,OUTLET,0,7/24/08,11:34,3.46,NaN,10.7,NaN,NaN,16.29,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,LAKE,3,7/24/08,9:31,0,NaN,9.4,NaN,NaN,16.53,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,LAKE,9,7/24/08,9:36,1.54,NaN,6.9,NaN,NaN,17.17,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,INLET,0,7/28/08,9:45,14.23,NaN,9.4,NaN,NaN,14.62,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,LAKE,0,7/28/08,9:00,4.65,NaN,10.1,NaN,NaN,15.52,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,OUTLET,0,7/28/08,10:35,3.35,NaN,11.1,NaN,NaN,16.12,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,LAKE,3,7/28/08,9:10,5.02,NaN,9.7,NaN,NaN,15.94,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,LAKE,9,7/28/08,9:05,5.94,NaN,7.6,NaN,NaN,18.17,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,INLET,0,8/7/08,9:45,1.18,NaN,9.1,NaN,NaN,15.81,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,LAKE,0,8/7/08,9:15,2.91,NaN,NaN,NaN,NaN,15.56,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,OUTLET,0,8/7/08,10:07,5.5,NaN,11.2,NaN,NaN,16.79,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,LAKE,3,8/7/08,9:10,1.66,NaN,10.5,NaN,NaN,15.81,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2008,LAKE,9,8/7/08,9:12,0,NaN,8,NaN,NaN,14.42,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,INLET,0,7/2/09,NaN,0.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,OUTLET,0,7/2/09,NaN,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,INLET,0,7/7/09,NaN,0.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,OUTLET,0,7/7/09,NaN,0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,INLET,0,7/9/09,NaN,0.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,OUTLET,0,7/9/09,NaN,0.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,INLET,0,7/14/09,NaN,0.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,OUTLET,0,7/14/09,NaN,0.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,LAKE,3,7/14/09,NaN,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,LAKE,5,7/14/09,NaN,2.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,LAKE,7,7/14/09,NaN,0.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,INLET,0,7/16/09,NaN,0.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,OUTLET,0,7/16/09,NaN,0.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,INLET,0,7/21/09,NaN,0.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,LAKE,0,7/21/09,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,OUTLET,0,7/21/09,NaN,0.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,LAKE,3,7/21/09,NaN,0.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,LAKE,5,7/21/09,NaN,0.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,LAKE,7,7/21/09,NaN,0.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,LAKE,9,7/21/09,NaN,0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,INLET,0,7/23/09,NaN,0.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,OUTLET,0,7/23/09,NaN,0.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,INLET,0,7/28/09,NaN,0.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,LAKE,0,7/28/09,NaN,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,OUTLET,0,7/28/09,NaN,0.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,LAKE,3,7/28/09,NaN,0.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,LAKE,5,7/28/09,NaN,0.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,LAKE,7,7/28/09,NaN,0.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,LAKE,9,7/28/09,NaN,0.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,INLET,0,7/30/09,NaN,0.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2009,OUTLET,0,7/30/09,NaN,0.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,INLET,0,7/1/10,9:55,0.31,6.6,4.9,2.6,4.1,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,OUTLET,0,7/1/10,10:15,0.58,6.93,4.3,3.8,6.3,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,INLET,0,7/8/10,9:34,0.34,7.3,5,3.7,6,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,LAKE,0,7/8/10,10:32,0.4,6.43,NaN,NaN,NaN,7.63,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,OUTLET,0,7/8/10,11:18,0.5,5.97,6.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,LAKE,3,7/8/10,10:35,0.82,6.49,NaN,NaN,NaN,6.9,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,LAKE,9,7/8/10,10:38,0.81,6.48,NaN,NaN,NaN,7.26,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,INLET,0,7/15/10,9:43,0.29,6.39,7.8,3.5,5.2,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,LAKE,0,7/15/10,10:56,0.71,6.67,NaN,NaN,NaN,7.81,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,OUTLET,0,7/15/10,9:00,0.39,6.47,8.6,3.9,5.7,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,LAKE,3,7/15/10,10:58,1.08,6.27,NaN,NaN,NaN,8.4,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,INLET,0,7/22/10,8:24,0.19,6.55,NaN,3.9,5.6,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,LAKE,0,7/22/10,9:06,1.43,7.14,NaN,7.3,10.1,7.27,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,OUTLET,0,7/22/10,10:34,1.74,7.32,NaN,3.8,5.4,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,LAKE,3,7/22/10,9:31,1.04,6.78,NaN,7.3,10.5,7.2,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,LAKE,9,7/22/10,9:37,1.47,6.18,NaN,7.5,11,7.2,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,INLET,0,7/28/10,9:35,NaN,6.7,4.5,4.5,NaN,9.27,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,INLET,0,7/29/10,8:38,0.37,9.8,9.4,4.1,5.9,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,LAKE,0,7/29/10,9:31,1.12,7.65,NaN,7.6,10.3,7.22,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,OUTLET,0,7/29/10,10:10,1.41,7.46,11.7,4,5.4,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,LAKE,3,7/29/10,9:42,1.5,7.21,NaN,7.6,10.3,6.73,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,LAKE,9,7/29/10,9:45,3.33,5.96,NaN,7.7,10.9,6.85,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,INLET,0,8/4/10,8:45,0.36,6.67,8.5,10.7,15.6,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,LAKE,0,8/4/10,9:41,2.26,7.49,NaN,8.2,11.3,6.45,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,OUTLET,0,8/4/10,11:04,1.1,7.22,11.6,8.4,11.2,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,LAKE,3,8/4/10,9:56,1.48,6.4,NaN,8.2,11.3,6.1,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,LAKE,9,8/4/10,10:00,2.12,5.6,NaN,8.5,12,5.95,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,INLET,0,8/10/10,8:52,NaN,6.55,7.5,10.7,15.9,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,LAKE,0,8/10/10,9:16,NaN,5.32,NaN,9.2,12.7,6.85,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,OUTLET,0,8/10/10,10:04,NaN,6.68,10.5,8.9,12.4,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,LAKE,3,8/10/10,9:32,NaN,5.75,NaN,9.1,12.7,6.93,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,LAKE,9,8/10/10,9:29,NaN,4.48,NaN,9.1,12.6,6.64,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2010,INLET,0,8/19/10,8:42,NaN,6.66,8.8,5.2,7.6,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,INLET,0,7/28/11,9:35,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,OUTLET,0,7/28/11,9:35,0.08,6.8,5.4,5.6,NaN,8.65,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,INLET,0,8/2/11,9:05,0.3,NaN,7.4,15.6,26.6,8.6,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,0,8/2/11,9:40,0,NaN,7.1,17.6,26.8,8.81,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,OUTLET,0,8/2/11,9:45,0.23,NaN,7.5,9.8,NaN,9.05,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,1,8/2/11,11:30,NaN,NaN,6.8,17.6,27.1,8.62,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,3,8/2/11,11:30,0,NaN,6.1,9.6,14.6,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,5,8/2/11,11:30,NaN,NaN,6.4,13.9,21.2,8.18,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,7,8/2/11,11:30,NaN,NaN,6.3,13.1,17.5,8.4,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,9,8/2/11,9:40,NaN,NaN,6.1,NaN,NaN,8.44,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,INLET,0,8/9/11,10:40,0.63,NaN,9.5,15.7,NaN,7.9,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,0,8/9/11,9:45,0,NaN,8.8,8.3,NaN,8.85,NaN,NaN,4,NaN,NaN
NWT,GL4,2011,OUTLET,0,8/9/11,9:05,0.54,NaN,8.8,18.1,NaN,8.65,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,1,8/9/11,9:58,NaN,NaN,8.6,7.1,NaN,8.55,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,2,8/9/11,9:56,NaN,NaN,8.6,7,NaN,8.44,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,3,8/9/11,10:15,1.27,NaN,8.6,6.9,NaN,8.45,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,4,8/9/11,10:02,NaN,NaN,8.6,8.43,NaN,7.1,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,5,8/9/11,10:09,NaN,NaN,8.6,8.46,NaN,7.1,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,6,8/9/11,10:11,NaN,NaN,8.1,8.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,7,8/9/11,10:12,NaN,NaN,7.9,8.53,NaN,10.1,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,8,8/9/11,10:13,NaN,NaN,7.6,8.4,NaN,10.3,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,9,8/9/11,9:39,0.79,NaN,7.4,8.42,NaN,10.7,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,INLET,0,9/2/11,10:30,0,NaN,10.3,18.3,NaN,7.75,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,0,9/2/11,9:31,0.18,NaN,9.8,17,NaN,8.03,NaN,NaN,5,NaN,NaN
NWT,GL4,2011,OUTLET,0,9/2/11,8:50,0,NaN,9.7,19.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,1,9/2/11,9:32,NaN,NaN,9.8,19.3,NaN,7.73,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,2,9/2/11,9:33,NaN,NaN,9.8,19.3,NaN,7.65,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,3,9/2/11,9:35,0,NaN,9.8,19.2,NaN,7.66,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,4,9/2/11,9:36,NaN,NaN,9.8,19.3,NaN,7.63,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,5,9/2/11,9:38,NaN,NaN,9.8,19.3,NaN,7.51,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,6,9/2/11,9:40,NaN,NaN,9.7,19.3,NaN,7.55,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,7,9/2/11,9:42,NaN,NaN,9.7,19.3,NaN,7.53,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,8,9/2/11,9:44,NaN,NaN,9.6,19.3,NaN,7.55,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,9,9/2/11,9:46,0,NaN,9.6,19.3,NaN,7.47,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,INLET,0,9/9/11,10:25,0,NaN,8.3,7.4,NaN,7.95,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,0,9/9/11,9:52,0.47,NaN,8.5,8.4,NaN,8.16,NaN,NaN,5.5,NaN,NaN
NWT,GL4,2011,OUTLET,0,9/9/11,9:17,0,NaN,8.4,7.9,NaN,8.01,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,1,9/9/11,9:54,NaN,NaN,8.5,8.4,NaN,7.9,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,2,9/9/11,9:55,NaN,NaN,8.5,8.4,NaN,7.85,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,3,9/9/11,9:57,0.27,NaN,8.5,8.3,NaN,7.95,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,4,9/9/11,9:58,NaN,NaN,8.4,8.4,NaN,7.76,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,5,9/9/11,10:00,NaN,NaN,8.3,8.5,NaN,7.68,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,6,9/9/11,10:02,NaN,NaN,8.3,8.5,NaN,7.7,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,7,9/9/11,10:03,NaN,NaN,8.1,8.5,NaN,7.77,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,8,9/9/11,10:04,NaN,NaN,8,8.8,NaN,7.7,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,9,9/9/11,10:05,0.04,NaN,7.9,8.7,NaN,7.76,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,INLET,0,9/16/11,9:40,0.12,7.37,5.5,10.3,NaN,9.04,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,0,9/16/11,9:53,0,6.96,6.5,13.9,NaN,8.65,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,OUTLET,0,9/16/11,8:30,0.27,6.92,6.5,13.6,NaN,8.64,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,1,9/16/11,9:53,NaN,7.01,6.6,13.7,NaN,8.41,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,2,9/16/11,9:53,NaN,7.05,6.6,14.1,NaN,8.26,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,3,9/16/11,9:53,1.01,6.93,6.6,15.4,NaN,8.3,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,4,9/16/11,9:53,NaN,7.05,6.6,14.5,NaN,8.22,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,6,9/16/11,9:53,NaN,7.18,6.6,14.1,NaN,8.22,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,7,9/16/11,9:53,NaN,7.1,6.6,12.6,NaN,8.25,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,8,9/16/11,9:53,NaN,7.08,6.6,11.9,NaN,8.2,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2011,LAKE,9,9/16/11,9:53,0.13,7.04,6.6,11.1,NaN,8.2,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,INLET,0,7/3/12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,0,7/3/12,11:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.75,NaN,Samples were taken but gear was locked away
NWT,GL4,2012,OUTLET,0,7/3/12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,1,7/3/12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,2,7/3/12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,3,7/3/12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,4,7/3/12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,5,7/3/12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,6,7/3/12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,7,7/3/12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,8,7/3/12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,9,7/3/12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,INLET,0,7/12/12,NaN,NaN,6.91,11.9,13.4,NaN,7.39,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,0,7/12/12,NaN,NaN,6.9,10,11.5,NaN,7.85,NaN,NaN,5.5,NaN,NaN
NWT,GL4,2012,OUTLET,0,7/12/12,NaN,NaN,7.02,11.7,13.1,NaN,8.15,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,1,7/12/12,NaN,NaN,6.96,9.9,11.4,NaN,7.77,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,2,7/12/12,NaN,NaN,7,9.8,11.3,NaN,7.6,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,3,7/12/12,NaN,NaN,7.01,9.5,11.5,NaN,7.54,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,4,7/12/12,NaN,NaN,7.03,8.9,11.3,NaN,8.19,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,5,7/12/12,NaN,NaN,7.05,8.5,10.9,NaN,8.34,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,6,7/12/12,NaN,NaN,7.13,8.2,11,NaN,8.28,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,7,7/12/12,NaN,NaN,7.11,8,11.2,NaN,8.21,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,8,7/12/12,NaN,NaN,7.84,7.9,11.5,NaN,8.1,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,9,7/12/12,NaN,NaN,7.6,7.7,12,NaN,7.84,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,INLET,0,7/17/12,NaN,NaN,5.96,11.3,11.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,0,7/17/12,NaN,NaN,6.51,9.8,8,NaN,NaN,NaN,NaN,5.25,NaN,Temperature only from pH meter
NWT,GL4,2012,OUTLET,0,7/17/12,NaN,NaN,6.12,11.1,11.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,1,7/17/12,NaN,NaN,6.16,9.7,10.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,2,7/17/12,NaN,NaN,5.96,9.7,10.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,3,7/17/12,NaN,NaN,5.68,9.7,10.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,4,7/17/12,NaN,NaN,5.75,9.7,10.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,5,7/17/12,NaN,NaN,5.66,9.6,10.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,6,7/17/12,NaN,NaN,4.1,9.4,10.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,7,7/17/12,NaN,NaN,3.79,9.4,10.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NWT,GL4,2012,LAKE,8,7/17/12,NaN,NaN,4.1,9.1,10.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
