"LTER_site","local_site","year","date","time","pH","cond","ANC","acid","alkal","H+","NH4+","Ca++","Mg++","Na+","K+","Cl-","NO3-","SO4--","PO4---","Si","cat_sum","an_sum","chg_bal","TN","TDN","PN","DON","IN","TP","TDP","PP","DOP","IP","d18O","d18O_sdev","dDeut","dD_sdev","D_excess","Trit","T_sdev","TOC","DOC","POC","comments"
"NWT","NAVAJO",2003,"2003-07-31","0920","5.8","6.45","12.06","NP","NP","1.58","0.67","29","5.68","10.87","2.35","1.3","21.84","14.89","0.29","22.76","50.16","50.37","0","24.79","25.07","NP","2.56","22.51","0.32","0.33","NP","0.23","0.1","-17.17","NP","NP","NP","NP","NP","NP","0.4","0.38","0.02",NA
"NWT","NAVAJO",2003,"2003-08-07","1120","5.9","6.52","7.63","NP","NP","1.26","0.89","29.08","5.71","11.87","2.17","1.33","22.59","14.59","0.58","23.54","50.99","46.73","0.04","25.91","26.39","NP","2.91","23.48","0.33","0.34","NP","0.15","0.19","-17.17","NP","NP","NP","NP","NP","NP","0.44","0.38","0.06",NA
"NWT","NAVAJO",2003,"2003-08-14","0945","5.81","6.48","13.56","NP","NP","1.55","0.66","28.1","5.42","11.14","2.1","1.3","21.9","14.55","0.68","22.37","48.97","51.99","-0.03","23.72","23.04","0.69","0.47","22.57","0.32","0.36","NP","0.13","0.23","-17.18","NP","NP","NP","NP","NP","NP","0.56","0.61","NP",NA
"NWT","NAVAJO",2003,"2003-08-21","1030","5.8","9.89","16.81","NP","NP","1.58","0.77","44.4","8.45","17.36","2.97","1.78","31.21","26.3","NP","33.32","75.52","76.09","0","35.5","34.01","1.49","2.04","31.98","0.32","0.32","NP","0.32","NP","-16.19","NP","NP","NP","NP","NP","NP","0.46","0.5","NP",NA
"NWT","NAVAJO",2003,"2003-08-28","1105","5.89","8.97","16.41","NP","NP","1.29","0.88","44.62","8.75","17.57","2.92","1.61","33.48","26.34","0.58","32.33","76.03","78.42","-0.02","34.28","35.1","NP","0.74","34.36","0.23","0.21","0.02","0.02","0.19","-15.65","NP","NP","NP","NP","NP","NP","0.52","0.55","NP",NA
"NWT","NAVAJO",2003,"2003-09-04","1000","6.04","12.39","17.07","NP","NP","0.91","0.94","61.94","12.02","24.27","3.94","2.59","47.14","37.77","0.58","44.76","104.02","105.15","-0.01","48.41","49.11","NP","1.03","48.08","0.29","0.31","NP","0.12","0.19","-14.76","NP","NP","NP","NP","NP","NP","0.43","0.47","NP",NA
"NWT","NAVAJO",2003,"2003-09-18","1020","6.32","16.81","23.12","NP","NP","0.48","NP","85.4","16.86","37.06","5.73","3.1","62.79","55.4","0.77","67.25","145.53","145.18","0","63.59","64.77","NP","1.99","62.79","0.4","0.35","0.04","0.09","0.26","-13.91","NP","NP","NP","NP","NP","NP","NP","0.72","NP",NA
"NWT","NAVAJO",2003,"2003-09-25","1015","6.2","18.08","32.82","NP","NP","0.63","NP","87.18","17.37","44.45","5.75","3.58","62.93","62.09","0.77","77.47","155.39","162.19","-0.02","61.26","64.39","NP","1.46","62.93","0.33","0.35","NP","0.09","0.26","-13.72","NP","NP","NP","NP","NP","NP","0.57","0.6","NP",NA
"NWT","NAVAJO",2003,"2003-10-02","1015","6.06","16.01","27.81","NP","NP","0.87","0.62","78.36","14.9","36.97","5.17","3.1","48.11","49.72","NP","66.34","136.89","128.74","0.03","54.32","56.66","NP","7.93","48.73","NP","0.29","NP","0.29","NP","-14.37","NP","NP","NP","NP","NP","NP","NP","0.62","NP",NA
"NWT","NAVAJO",2004,"2004-06-01","1205","6","18.53","45.9","NP","NP","1","26","76.75","16.3","21.97","10.23","8.55","55.51","43.41","NP","32.85","152.25","153.37","0","91.65","89.39","2.27","7.87","81.51","0.24","0.25","NP","0.25","NP","-17.88","NP","NP","NP","NP","NP","NP","NP","1.85","NP",NA
"NWT","NAVAJO",2004,"2004-06-10","1050","5.67","11.85","30.2","NP","NP","2.14","11.99","52.89","10.65","13.09","4.94","3.47","40.87","27.57","NP","16.5","95.71","102.1","-0.03","51.21","56.59","NP","3.73","52.86","0.34","0.23","0.11","0.23","NP","-18.55","NP","NP","NP","NP","NP","NP","NP","0.94","NP",NA
"NWT","NAVAJO",2004,"2004-06-17","1035","5.9","11.86","21.15","NP","NP","1.26","2.37","59.53","11.24","12.09","4.32","3.27","47.59","26.32","NP","22.97","90.81","98.33","-0.04","54.35","54.6","NP","4.64","49.96","0.28","0.27","0.01","0.27","NP","-18.39","NP","NP","NP","NP","NP","NP","NP","0.67","NP",NA
"NWT","NAVAJO",2004,"2004-06-24","1030","5.73","12.03","14.78","NP","NP","1.86","0.63","62.48","11.88","14.7","4.5","4.26","49.33","28.79","NP","30.23","96.05","97.17","-0.01","51.73","52.19","NP","2.22","49.97","0.32","0.31","0.01","0.31","NP","-17.6","NP","NP","NP","NP","NP","NP","NP","0.67","NP",NA
"NWT","NAVAJO",2004,"2004-07-01","0925","5.71","10.92","18.63","NP","NP","1.95","0.89","53.69","10.46","14.05","4.3","3.38","40.64","26.92","NP","32.87","85.34","89.58","-0.02","42.21","42.56","NP","1.02","41.53","0.29","0.32","NP","0.32","NP","-15.92","NP","NP","NP","NP","NP","NP","NP","0.97","NP",NA
"NWT","NAVAJO",2004,"2004-07-08","0945","5.7","7.63","14.71","NP","NP","2","1.17","35.93","6.87","10.31","2.66","1.89","18.06","17.57","NP","20.69","58.93","52.23","0.06","29.96","29.94","0.03","10.7","19.23","0.43","0.4","0.03","0.4","NP","-13.75","NP","NP","NP","NP","NP","NP","NP","0.36","NP",NA
"NWT","NAVAJO",2004,"2004-07-15","0950","5.77","6.34","10.39","NP","NP","1.7","NP","27.54","5.31","9.4","2.17","1.61","21.98","13.8","0.29","17.7","46.13","48.07","-0.02","25.44","22.37","3.06","0.39","21.98","0.42","0.31","0.1","0.22","0.1","-18.56","NP","NP","NP","NP","NP","NP","NP","NP","NP",NA
"NWT","NAVAJO",2004,"2004-07-22","1050","5.79","7.41","20.62","NP","NP","1.62","NP","34.78","6.55","12.53","2.58","1.75","26.29","17.72","NP","24.36","58.06","66.37","-0.07","28.41","28.45","NP","2.16","26.29","0.4","0.41","NP","0.41","NP","-17.1","NP","NP","NP","NP","NP","NP","NP","NP","NP",NA
"NWT","NAVAJO",2004,"2004-07-29","1045","5.86","7.25","17.88","NP","NP","1.38","NP","33.78","6.44","13.66","2.48","1.47","24.64","18.32","NP","25.66","57.74","62.31","-0.04","26.18","26.58","NP","1.94","24.64","0.47","0.47","0","0.47","NP","-17.38","NP","NP","NP","NP","NP","NP","NP","0.03","NP",NA
"NWT","NAVAJO",2004,"2004-08-05","1015","5.74","6.91","16.58","NP","NP","1.82","NP","29.59","5.72","12.53","2.1","1.3","22.98","16.3","0.15","22.87","51.75","57.31","-0.05","25.84","26.8","NP","3.82","22.98","0.58","0.41","0.16","0.36","0.05","-17.27","NP","NP","NP","NP","NP","NP","NP","NP","NP",NA
"NWT","NAVAJO",2004,"2004-08-12","1035","5.66","7.18","18.18","NP","NP","2.19","NP","31.44","6.15","15.4","2.2","1.58","24.76","19.26","NP","28.62","57.37","63.77","-0.05","25.41","26.19","NP","1.43","24.76","0.46","0.45","0","0.45","NP","-16.69","NP","NP","NP","NP","NP","NP","NP","NP","NP",NA
"NWT","NAVAJO",2004,"2004-08-19","1115","5.84","10.95","16.96","NP","NP","1.45","0.72","52.89","10.08","16.53","3.66","2.88","40.79","28.44","NP","32.92","85.32","89.06","-0.02","43.63","45.49","NP","3.98","41.5","0.42","0.34","0.08","0.34","NP","-15.05","NP","NP","NP","NP","NP","NP","NP","NP","NP",NA
"NWT","NAVAJO",2004,"2004-08-26","1010","5.86","12.15","24.57","NP","NP","1.38","NP","55.39","10.69","24.84","3.58","2.45","41.9","33.73","0.15","47.22","95.88","102.81","-0.03","41.84","44.31","NP","2.41","41.9","0.32","0.34","NP","0.29","0.05","-14.83","NP","NP","NP","NP","NP","NP","NP","NP","NP",NA
"NWT","NAVAJO",2004,"2004-09-02","1015","5.78","11.21","19.13","NP","NP","1.66","NP","50.75","9.71","25.01","3.35","2.48","38.92","32.13","0.13","44.68","90.48","92.78","-0.01","39.02","39.46","NP","0.55","38.92","0.39","0.34","0.05","0.3","0.04","-14.92","NP","NP","NP","NP","NP","NP","NP","0.1","NP",NA
"NWT","NAVAJO",2004,"2004-09-09","1020","6","15.15","26.3","NP","NP","1","NP","74.3","14.17","30.4","5.19","2.99","51.67","47.05","0.13","58.05","125.07","128.14","-0.01","51.94","54.59","NP","2.92","51.67","0.39","0.34","0.05","0.3","0.04","-13.96","NP","NP","NP","NP","NP","NP","NP","0.16","NP",NA
"NWT","NAVAJO",2004,"2004-09-16","1000","5.82","14.78","23.47","NP","NP","1.51","NP","70.06","13.29","34.41","4.55","2.91","53.03","45.62","0.11","63.43","123.82","125.13","-0.01","56.34","55.63","0.71","2.61","53.03","0.36","0.32","0.04","0.28","0.04","-13.9","NP","NP","NP","NP","NP","NP","NP","NP","NP",NA
"NWT","NAVAJO",2004,"2004-09-30","1000","6.27","18.1","26.96","NP","NP","0.54","NP","97.55","18.09","43.32","6.09","3.47","60","67.1","0.13","77.14","165.59","157.65","0.02","58.1","60.99","NP","1","60","0.25","0.25","NP","0.21","0.04","-13.43","NP","NP","NP","NP","NP","NP","NP","NP","NP",NA
"NWT","NAVAJO",2004,"2004-10-07","1200","6.29","18.13","29.11","NP","NP","0.51","NP","84.78","17.14","46.32","5.68","3.61","63.92","54.8","0.47","81.14","154.44","151.91","0.01","64.8","67.09","NP","3.16","63.92","0.42","0.44","NP","0.28","0.16","-13.53","NP","NP","NP","NP","NP","NP","NP","NP","NP",NA
"NWT","NAVAJO",2005,"2005-06-03","1235","5.67","13.13","17.51","NP","NP","2.14","3.56","69.96","15.09","14.66","6.98","5.9","46.84","34.75","0.16","27.16","112.39","105.15","0.03","55.5","56.77","NP","6.37","50.4","0.2","0.14","0.06","0.09","0.05","-15.33","NP","NP","NP","NP","NP","NP","NP","1.56","NP",NA
"NWT","NAVAJO",2005,"2005-06-09","1150","5.71","13.15","15.46","NP","NP","1.95","4.92","69.36","14.52","15.75","7.34","5.39","47.88","35.52","0.47","30.41","113.84","104.72","0.04","57.32","55.76","1.56","2.96","52.8","0.2","0.15","0.05","NP","0.16","-17.12","NP","NP","NP","NP","NP","NP","NP","1","NP",NA
"NWT","NAVAJO",2005,"2005-06-16","1220","5.69","9.82","15.3","NP","NP","2.04","1.21","50.1","10.97","11.09","6.06","3.95","32.01","24.51","0.56","23.27","81.47","76.33","0.03","36.6","35.35","1.26","2.13","33.22","0.37","0.33","0.04","0.14","0.19","-16.61","NP","NP","NP","NP","NP","NP","NP","0.93","NP",NA
"NWT","NAVAJO",2005,"2005-06-23","1245","5.7","7.61","11.86","NP","NP","2","6.64","37.82","7.68","8.83","4.35","2.48","27.01","20.51","0.86","15.43","67.32","62.72","0.04","33.96","33.69","0.27","0.03","33.65","0.46","0.48","NP","0.19","0.29","-16.18","NP","NP","NP","NP","NP","NP","NP","0.75","NP",NA
"NWT","NAVAJO",2005,"2005-06-30","1100","5.78","7.91","8.34","NP","NP","1.66","1.54","40.77","8","11.31","3.71","2.31","31.11","21.09","0.45","21.35","66.98","63.3","0.03","36.34","32.29","4.05","NP","32.65","0.32","0.25","0.07","0.1","0.15","-16.92","NP","NP","NP","NP","NP","NP","NP","0.66","NP",NA
"NWT","NAVAJO",2005,"2005-07-07","1040","5.49","6.74","11.19","NP","NP","3.24","1.75","32.93","6.52","10.09","2.97","2.06","25.47","17.47","1.04","19.63","57.5","57.22","0","32.19","32.32","NP","5.1","27.21","0.4","0.4","NP","0.05","0.35","-17.39","NP","NP","NP","NP","NP","NP","NP","0.56","NP",NA
"NWT","NAVAJO",2005,"2005-07-14","1000","5.61","5.36","7.47","NP","NP","2.45","1.03","26.5","5.17","9","2.28","1.78","20.3","14.2","0.81","16.88","46.44","44.56","0.02","21.4","22.21","NP","0.87","21.34","0.29","0.33","NP","0.06","0.27","-17.68","NP","NP","NP","NP","NP","NP","NP","0.5","NP",NA
"NWT","NAVAJO",2005,"2005-07-21","1125","5.66","5.42","5.82","NP","NP","2.19","1.02","24.75","4.76","9.74","2.07","1.49","20.27","12.39","0.55","17.26","44.53","40.53","0.05","20.19","21.31","NP","0.02","21.29","0.24","0.22","0.03","0.03","0.18","-17.69","NP","NP","NP","NP","NP","NP","NP","0.47","NP",NA
"NWT","NAVAJO",2005,"2005-07-28","1105","5.62","5.77","2.86","NP","NP","2.4","NP","28.64","5.53","11.83","2.25","1.47","22.27","14.8","0.84","22.44","50.65","42.24","0.09","22.71","23.07","NP","0.8","22.27","0.41","0.38","0.04","0.1","0.28","-16.74","NP","NP","NP","NP","NP","NP","NP","0.32","NP",NA
"NWT","NAVAJO",2005,"2005-08-04","1000","5.65","7.85","9.22","NP","NP","2.24","0.52","41.12","7.76","12.61","3.07","1.95","27.9","20.82","0.86","26.67","67.32","60.74","0.05","33.29","30.9","2.38","2.48","28.42","0.3","0.33","NP","0.04","0.29","-14.7","NP","NP","NP","NP","NP","NP","NP","0.56","NP",NA
"NWT","NAVAJO",2005,"2005-08-11","0930","5.7","6.4","6.58","NP","NP","2","0.58","33.28","6.32","11.31","2.48","1.72","24.5","16.36","1.01","23.07","55.97","50.17","0.05","31.1","27.06","4.04","1.98","25.08","0.46","0.49","NP","0.16","0.34","-15.57","NP","NP","NP","NP","NP","NP","NP","0.37","NP",NA
"NWT","NAVAJO",2005,"2005-08-18","1025","5.78","7.05","13","NP","NP","1.66","NP","32.34","6.05","14.14","2.33","1.33","23.77","18.01","0.53","28.06","56.51","56.64","0","26.81","28.86","NP","5.09","23.77","0.23","0.26","NP","0.08","0.18","-15.67","NP","NP","NP","NP","NP","NP","NP","0.22","NP",NA
"NWT","NAVAJO",2005,"2005-08-25","1020","5.71","6.59","12.02","NP","NP","1.95","NP","29.69","5.56","14.4","2.1","1.52","22","17.74","0.88","27.67","53.7","54.16","0","22.11","23.52","NP","1.52","22","0.42","0.4","0.02","0.11","0.29","-15.74","NP","NP","NP","NP","NP","NP","NP","0.31","NP",NA
"NWT","NAVAJO",2005,"2005-09-01","1010","5.75","6.89","11.15","NP","NP","1.78","0.46","32.53","6.06","16.92","2.43","1.55","17.43","19.45","1.37","31.79","60.19","50.96","0.08","26.95","26.85","0.11","8.95","17.9","0.46","0.48","NP","0.02","0.46","-15.41","NP","NP","NP","NP","NP","NP","NP","0.32","NP",NA
"NWT","NAVAJO",2005,"2005-09-08","0945","5.66","7.22","12.44","NP","NP","2.19","0.37","32.58","6.12","16.75","2.3","2.2","22.63","19.61","0.85","30.94","60.31","57.73","0.02","27.44","27.45","NP","4.45","23","0.49","0.41","0.08","0.13","0.28","-15.34","NP","NP","NP","NP","NP","NP","NP","0.57","NP",NA
"NWT","NAVAJO",2005,"2005-09-15","1005","5.85","12.41","20.68","NP","NP","1.41","NP","54.94","10.25","31.06","3.99","2.45","32.48","40.64","0.38","63.97","101.65","96.64","0.03","38.19","38.46","NP","5.98","32.48","0.38","0.35","0.04","0.22","0.13","-14.53","NP","NP","NP","NP","NP","NP","NP","0.57","NP",NA
"NWT","NAVAJO",2005,"2005-09-22","1010","5.81","10.01","14.28","NP","NP","1.55","NP","48.5","9.23","20.44","3.4","2.34","34.93","27.9","0.28","40.37","83.13","79.73","0.02","39.62","39.84","NP","4.9","34.93","0.27","0.22","0.05","0.12","0.09","-14.05","NP","NP","NP","NP","NP","NP","NP","0.87","NP",NA
"NWT","NAVAJO",2005,"2005-09-29","1000","5.97","15.07","23.11","NP","NP","1.07","NP","77.35","14.34","28.36","5.52","3.19","52.01","46.91","0.33","56.33","126.64","125.55","0","59.88","60.14","NP","8.13","52.01","0.38","0.41","NP","0.3","0.11","-13.06","NP","NP","NP","NP","NP","NP","NP","0.75","NP",NA
"NWT","NAVAJO",2005,"2005-10-06","0940","6.04","16.65","28.61","NP","NP","0.91","NP","79.54","15.07","37.8","5.52","3.02","50.06","53.44","0.47","75.54","138.85","135.6","0.01","57.4","57.57","NP","7.51","50.06","0.49","0.3","0.19","0.14","0.16","-13.12","NP","NP","NP","NP","NP","NP","NP","0.46","NP",NA
"NWT","NAVAJO",2006,"2006-05-30","1305","6.08","14.58","17.06","NP","NP","0.83","2.25","71.06","14.49","21.27","6.57","4.32","55.03","37.27","0.29","43.73","116.47","113.96","0.01","61.73","60.03","1.7","2.76","57.27","0.35","0.33","0.01","0.24","0.1","-17.13","NP","NP","NP","NP","NP","NP","NP","1.53","NP",NA
"NWT","NAVAJO",2006,"2006-06-08","1107","5.95","12.3","16.26","NP","NP","1.12","7.64","61.13","11.81","13.4","4.58","3.84","46.14","29.61","NP","21.94","99.67","95.84","0.02","58.8","57.75","1.05","3.97","53.78","0.29","0.31","NP","0.31","NP","-18.53","NP","NP","NP","NP","NP","NP","NP","0.9","NP",NA
"NWT","NAVAJO",2006,"2006-06-16","1120","5.72","9.04","10.51","NP","NP","1.91","0.83","45.86","8.8","13.88","3.17","3.19","37.45","22.21","0.45","24.66","74.44","73.81","0","39.97","40.39","NP","2.11","38.27","0.28","0.25","0.03","0.1","0.15","-19.43","NP","NP","NP","NP","NP","NP","NP","0.73","NP",NA
"NWT","NAVAJO",2006,"2006-06-22","1050","5.93","7.04","9.41","NP","NP","1.17","0.45","33.98","6.94","11.66","2.84","1.72","27.98","16.74","0.46","20.75","57.04","56.32","0.01","31.1","31.5","NP","3.07","28.43","0.36","0.28","0.08","0.13","0.15","-19.66","NP","NP","NP","NP","NP","NP","NP","0.6","NP",NA
"NWT","NAVAJO",2006,"2006-06-29","1040","5.78","6.6","7.52","NP","NP","1.66","NP","32.49","6.47","12.22","2.61","1.49","25.26","15.57","0.81","22.65","55.45","50.66","0.05","30.26","26.65","3.61","1.39","25.26","0.33","0.29","0.04","0.02","0.27","-19.44","NP","NP","NP","NP","NP","NP","NP","0.53","NP",NA
"NWT","NAVAJO",2006,"2006-07-06","1025","5.98","6.13","9.05","NP","NP","1.05","0.56","30.34","5.96","10","2.02","2","22.08","13.6","0.87","19.08","49.93","47.6","0.02","23.84","23.98","NP","1.35","22.64","0.44","0.47","NP","0.18","0.29","-19.03","NP","NP","NP","NP","NP","NP","NP","0.03","NP",NA
"NWT","NAVAJO",2006,"2006-07-13","1040","6.1","6.2","13.27","NP","NP","0.79","NP","29.89","5.86","11.31","2.46","1.49","18.74","14.05","1.06","23.62","50.31","48.61","0.02","19.96","20.53","NP","1.79","18.74","0.52","0.52","NP","0.17","0.35","-17.22","NP","NP","NP","NP","NP","NP","NP","0.46","NP",NA
"NWT","NAVAJO",2006,"2006-07-20","1040","5.99","5.22","10.78","NP","NP","1.02","NP","25.9","5.22","9.35","2.05","1.55","16.63","12.16","1.14","19.24","43.54","42.26","0.01","17.02","17.22","NP","0.59","16.63","0.47","0.47","NP","0.09","0.38","-17.8","NP","NP","NP","NP","NP","NP","NP","0.8","NP",NA
"NWT","NAVAJO",2006,"2006-07-27","1115","6.12","5.29","14.95","NP","NP","0.76","NP","26.55","5.37","11","1.92","1.04","17.06","13.62","1.13","22.73","45.6","47.81","-0.02","16.8","16.14","0.65","NP","17.06","0.48","0.41","0.07","0.04","0.38","-17.39","NP","NP","NP","NP","NP","NP","NP","0.72","NP",NA
"NWT","NAVAJO",2006,"2006-08-03","1050","6.03","5.9","14.93","NP","NP","0.93","NP","26.8","5.32","12.83","1.74","2.99","17.63","14.99","1.2","24.26","47.62","51.74","-0.04","15.91","16.23","NP","NP","17.63","0.51","0.49","0.01","0.09","0.4","-17.22","NP","NP","NP","NP","NP","NP","NP","0.7","NP",NA
"NWT","NAVAJO",2006,"2006-08-10","1050","5.95","6.02","14.17","NP","NP","1.12","NP","25.8","5.59","13.75","1.74","0.96","17.48","14.37","1.22","24.65","47.99","48.2","0","20.08","17.13","2.95","NP","17.48","0.67","0.46","0.2","0.06","0.41","-16.81","NP","NP","NP","NP","NP","NP","NP","0.37","NP",NA
"NWT","NAVAJO",2006,"2006-08-17","1040","5.94","6.72","11.62","NP","NP","1.15","0.55","28.99","5.68","16.57","2.1","1.47","21.68","17.7","0.73","27.82","55.04","53.19","0.02","21.24","22.92","NP","0.7","22.22","0.57","0.48","0.09","0.24","0.24","-16.16","NP","NP","NP","NP","NP","NP","NP","0.47","NP",NA
"NWT","NAVAJO",2006,"2006-08-24","1140","5.88","7.08","13.24","NP","NP","1.32","0.81","29.59","6.1","19.7","2.3","1.64","21.55","19.9","0.6","31.1","59.82","56.93","0.02","26.79","27.13","NP","4.78","22.35","0.97","0.46","0.51","0.26","0.2","-15.81","NP","NP","NP","NP","NP","NP","NP","0.39","NP",NA
"NWT","NAVAJO",2006,"2006-08-31","1102","6.14","8.94","16.54","NP","NP","0.72","NP","40.02","7.75","22.97","2.74","1.81","28.06","25.78","0.7","39.12","74.2","72.88","0.01","35.16","33.75","1.41","5.69","28.06","0.59","0.35","0.24","0.11","0.23","-15.44","NP","NP","NP","NP","NP","NP","NP","0.35","NP",NA
"NWT","NAVAJO",2006,"2006-09-07","1025","6.2","9.94","21.42","NP","NP","0.63","0.44","42.42","8.05","27.88","3.09","2.03","28.95","29.11","0.77","47.04","82.51","82.27","0","32.77","33.34","NP","3.96","29.38","0.53","0.35","0.19","0.09","0.26","-15.35","NP","NP","NP","NP","NP","NP","NP","NP","NP",NA
"NWT","NAVAJO",2006,"2006-09-14","1005","6.12","14.97","22.98","NP","NP","0.76","1.02","66.22","12.85","38.45","4.81","2.54","46.43","45.18","0.72","62.07","124.1","117.85","0.03","54.37","51.66","2.71","4.22","47.45","0.57","0.38","0.19","0.15","0.24","-14.64","NP","NP","NP","NP","NP","NP","NP","NP","NP",NA
"NWT","NAVAJO",2006,"2006-09-28","1255","6.49","17.57","40.5","NP","NP","0.32","NP","72.31","14.78","57.2","5.65","3.33","50.21","51.7","0.77","93.51","150.26","146.5","0.01","60.53","57.03","3.5","6.83","50.21","0.44","0.37","0.06","0.12","0.26","-14.15","NP","NP","NP","NP","NP","NP","NP","0.74","NP",NA
"NWT","NAVAJO",2007,"2007-06-14","1100","5.86","13.09","13.14","NP","NP","1.3804","6.538","60.5289","11.6815","15.6156","5.4984","4.5412","47.8672","33.0621","0.9589","29.4612","101.2429","99.5694","0.0083","63.3112","63.6425","u","9.2373","54.4052","0.5424","0.3842","0.1582","0.0646","0.3196","-16.6986","0.0381","-119.2516","0.0623","14.3369","NP","NP","NP","0.7427","NP",NA
"NWT","NAVAJO",2007,"2007-06-21","1105","5.77","9.49","8.03","NP","NP","1.6982","3.9775","44.7605","8.5554","12.0053","3.4014","3.7797","36.6906","22.4231","0.9589","20.9157","74.3983","71.8823","0.0172","46.4441","45.3717","1.0724","4.7036","40.6681","0.3132","0.3229","u","u","0.3196","-18.2063","0.0589","-129.9051","0.0909","15.7453","NP","NP","NP","0.7465","NP",NA
"NWT","NAVAJO",2007,"2007-06-28","1045","5.81","8.2","8.44","NP","NP","1.5488","1.6371","36.6766","7.3215","12.7448","3.1712","2.7924","29.1912","17.7803","0.7942","22.8408","63.1","58.9981","0.0336","38.174","38.3851","u","7.5567","30.8283","0.3003","0.2777","0.0226","0.0129","0.2647","-18.1015","0.0352","-129.1249","0.0098","15.687","NP","NP","NP","0.3846","NP",NA
"NWT","NAVAJO",2007,"2007-07-05","1025","5.75","6.77","9.72","NP","NP","1.7783","0.6487","29.2415","5.923","10.5699","2.1482","2.736","22.4015","13.8036","1.0751","20.2116","50.3096","49.7362","0.0057","26.0694","26.5329","u","3.4827","23.0501","0.41","0.3874","0.0226","0.0291","0.3584","-18.1204","0.0347","-129.1527","0.0985","15.8108","NP","NP","NP","0.287","NP",NA
"NWT","NAVAJO",2007,"2007-07-12","1015","5.82","6.87","8.83","NP","NP","1.5136","0.5526","28.9421","5.923","12.3533","2.1227","1.6924","25.627","14.3033","0.8136","23.1935","51.4072","51.2663","0.0014","30.3045","30.1401","0.1644","3.9605","26.1796","0.3777","0.3648","0.0129","0.0936","0.2712","-17.7857","0.0242","-126.2338","0.2281","16.0521","NP","NP","NP","0.3528","NP",NA
"NWT","NAVAJO",2007,"2007-07-19","1030","5.86","5.85","9.51","NP","NP","1.3804","0.7293","24.5509","5.3472","9.9609","1.9436","1.6078","14.7569","11.6384","0.2906","18.5372","43.9123","37.8036","0.0748","27.2708","26.7241","0.5467","11.2379","15.4862","0.1388","0.1162","0.0226","0.0194","0.0969","-17.7965","0.0337","-128.392","0.2002","13.9803","NP","NP","NP","0.3488","NP",NA
"NWT","NAVAJO",2007,"2007-07-26","1040","5.9","7.24","11.02","NP","NP","1.2589","0.3809","32.3852","6.5811","12.9623","2.4807","1.5231","23.3046","15.7191","u","24.5892","56.0491","51.5668","0.0417","30.0426","29.3896","0.653","5.7042","23.6855","0.1259","0.1001","0.0258","0.1001","u","-16.3635","0.0399","-120.1147","0.0566","10.7933","NP","NP","NP","0.3618","NP",NA
"NWT","NAVAJO",2007,"2007-08-02","1045","6.05","6.74","12.82","NP","NP","0.8913","u","30.5389","6.0053","12.5273","2.1227","1.2411","21.8209","14.3658","0.3003","23.3725","52.0854","50.548","0.015","30.5673","22.8719","7.6954","1.0511","21.8209","0.1324","0.1388","u","0.0387","0.1001","-16.5489","0.0392","-118.3736","0.1842","14.0177","NP","NP","NP","0.4217","NP",NA
"NWT","NAVAJO",2007,"2007-08-09","1030","6.11","8.82","14.32","NP","NP","0.7762","u","39.7705","7.5683","17.399","2.583","1.4949","30.0138","21.4238","0.2421","32.1044","68.097","67.4946","0.0044","37.4556","32.444","5.0116","2.4303","30.0138","0.1033","0.0969","0.0065","0.0161","0.0807","-15.8223","0.0752","-111.62","0.1417","14.9584","NP","NP","NP","0.4084","NP",NA
"NWT","NAVAJO",2007,"2007-08-16","1035","5.96","10.25","12.32","NP","NP","1.0965","u","43.9621","8.4732","19.6174","2.762","2.0591","36.6261","24.5467","0.2034","35.0059","75.9111","75.7553","0.001","40.4452","39.8518","0.5934","3.2256","36.6261","0.1227","0.1259","u","0.0581","0.0678","-14.02","0.0508","-104.9571","0.1599","7.203","NP","NP","NP","0.4869","NP",NA
"NWT","NAVAJO",2007,"2007-08-23","0955","5.98","10.32","13.39","NP","NP","1.0471","u","44.8104","8.8845","22.4882","2.8643","1.8334","37.0455","26.254","0.184","39.0308","80.0945","78.7069","0.0087","40.3745","39.8698","0.5046","2.8244","37.0455","0.1227","0.1033","0.0194","0.042","0.0613","-14.9093","0.0145","-106.0587","0.1148","13.2159","NP","NP","NP","0.4436","NP",NA
"NWT","NAVAJO",2007,"2007-08-30","0950","5.86","11.38","12.58","NP","NP","1.3804","0.8656","52.2455","10.1185","23.4017","2.8132","2.1719","44.7545","30.7927","u","39.3417","90.8248","90.2992","0.0029","48.0591","49.0847","u","3.4646","45.6201","0.0969","0.0839","0.0129","0.0839","u","-14.4554","0.0837","-103.5103","0.1887","12.133","NP","NP","NP","0.3873","NP",NA
"NWT","NAVAJO",2007,"2007-09-07","1000","5.97","13.94","18.4","NP","NP","1.0715","1.0304","69.9102","12.8332","30.0568","4.2965","2.7924","53.4635","39.1624","0.3777","49.1836","119.1985","114.1961","0.0214","55.6341","54.7973","0.8367","0.3035","54.4939","0.1259","0.1324","u","0.0065","0.1259","-13.7555","0.0348","-95.9793","0.21","14.0648","NP","NP","NP","0.4554","NP",NA
"NWT","NAVAJO",2007,"2007-09-13","0945","6.27","14.17","20.26","NP","NP","0.537","0.4935","65.1198","12.2573","35.1025","3.964","3.1027","54.2054","37.5801","u","51.9114","117.4741","115.1481","0.01","56.5136","56.621","u","1.9222","54.6989","0.1001","0.0936","0.0065","0.0936","u","-14.0344","0.0365","-97.8589","0.1083","14.4164","NP","NP","NP","0.4196","NP",NA
