"LTER_site","local_site","year","date","time","pH","cond","ANC","acid","alkal","H+","NH4+","Ca++","Mg++","Na+","K+","Cl-","NO3-","SO4--","PO4---","Si","cat_sum","an_sum","chg_bal","TN","TDN","PN","DON","IN","TP","TDP","PP","DOP","IP","d18O","d18O_sdev","dDeut","dD_sdev","D_excess","Trit","T_sdev","TOC","DOC","POC","comments"
"NWT","NAVAJO",2007,"2007-09-20","0950","6.48","16.61","31.29","NP","NP","0.3311","u","79.4411","14.8898","42.5406","4.8847","3.2437","58.1244","50.5093","0.2131","66.3223","142.0873","143.3805","-0.0045","60.0492","58.5287","1.5205","0.4043","58.1244","0.2131","0.184","0.0291","0.113","0.071","-13.556","0.076","-94.2916","0.1554","14.1562","NP","NP","NP","0.4478","NP",NA
"NWT","NAVAJO",2007,"2007-09-27","1000","6.61","18.9","39.01","NP","NP","0.2455","0.3847","88.7725","16.6996","49.6307","5.6263","3.8643","58.4954","61.1483","u","81.1506","161.3592","162.5179","-0.0036","58.7467","55.553","3.1937","u","58.8801","0.1517","0.1259","0.0258","0.1259","u","-13.3605","0.0481","-92.4729","0.1604","14.4115","NP","NP","NP","0.5253","NP",NA
"NWT","NAVAJO",2007,"2007-10-04","0950","6.5","19.6","45.7","NP","NP","0.3162","0.405","91.0679","17.6867","57.0253","5.7542","4.0617","62.0596","57.0051","u","89.6112","172.2553","168.8264","0.0101","65.4385","60.965","4.4734","u","62.4646","0.1162","0.1065","0.0097","0.1065","u","-13.2622","0.0355","-91.9256","0.2009","14.1716","NP","NP","NP","0.3239","NP",NA
"NWT","NAVAJO",2007,"2007-10-11","0935","6.55","20.6","39.73","NP","NP","0.2818","0.8129","96.7066","19.003","57.6343","5.5752","5.1618","64.6562","68.7684","u","92.6493","180.0137","178.3163","0.0047","70.0455","70.2588","u","4.7897","65.4691","0.4488","0.042","0.4068","0.042","u","-12.8224","0.0467","-88.2935","0.1212","14.2855","NP","NP","NP","0.3717","NP",NA
"NWT","NAVAJO",2008,"2008-06-12","1130","6.35","18.54","59.95","NP","NP","0.4467","11.0661","81.1336","16.8445","29.2529","11.7641","13.6237","52.2378","36.4558","0.3874","32.4851","150.5079","162.6547","-0.0388","77.4615","74.4287","3.0328","11.1248","63.3039","0.3325","0.3229","0.0097","0.1937","0.1291","-18.1902","0.0573","-131.3687","0.1049","14.153","NP","NP","NP","1.383","NP",NA
"NWT","NAVAJO",2008,"2008-06-19","1115","6.13","11.99","18.76","NP","NP","0.7413","2.9986","55.0429","11.7186","16.0243","6.4098","4.5694","39.5453","28.2943","0.3874","22.7827","92.9354","91.5565","0.0075","46.4158","45.1213","1.2945","2.5774","42.5438","0.3132","0.2583","0.0549","0.1291","0.1291","-18.0135","0.0615","-129.8415","0.0964","14.2667","NP","NP","NP","0.799","NP",NA
"NWT","NAVAJO",2008,"2008-06-26","1125","6.04","11.96","11.6","NP","NP","0.912","5.4974","58.1124","11.1488","15.8891","4.7056","3.6386","43.8514","28.1902","0.4843","19.9406","96.2653","87.7645","0.0462","51.0684","49.7976","1.2708","0.4489","49.3487","0.226","0.2131","0.0129","0.0517","0.1614","-19.2093","0.0247","-138.6388","0.1179","15.0354","NP","NP","NP","0.8626","NP",NA
"NWT","NAVAJO",2008,"2008-07-03","1200","5.95","8.58","15.91","NP","NP","1.122","u","39.6954","7.8125","13.3232","3.6144","1.9744","32.1749","18.509","0.4843","18.4292","65.5675","69.0526","-0.0259","33.9651","33.1248","0.8404","0.9499","32.1749","0.3261","0.2099","0.1162","0.0484","0.1614","-19.5412","0.0604","-141.2048","0.2589","15.1245","NP","NP","NP","0.528","NP",NA
"NWT","NAVAJO",2008,"2008-07-10","1145","5.91","7.36","19.22","NP","NP","1.2303","u","33.5564","6.635","12.5135","3.0259","1.5796","27.4172","15.4484","0.4843","18.1231","56.961","64.1494","-0.0594","29.6858","31.0209","u","3.6037","27.4172","0.3003","0.3067","u","0.1453","0.1614","-19.6371","0.048","-140.673","0.112","16.4241","NP","NP","NP","0.491","NP",NA
"NWT","NAVAJO",2008,"2008-07-17","1150","5.96","5.95","14.11","NP","NP","1.0965","u","29.7195","6.2425","12.9183","2.8787","2.9335","25.5786","14.0535","0.7748","18.919","52.8555","57.4504","-0.0417","29.3645","30.2926","u","4.714","25.5786","0.2938","0.3132","u","0.0549","0.2583","-19.4489","0.05","-140.3137","0.0345","15.2775","NP","NP","NP","0.577","NP",NA
"NWT","NAVAJO",2008,"2008-07-24","1045","5.99","7.38","12.77","NP","NP","1.0233","u","32.0216","6.4388","11.9674","2.5845","1.777","27.4011","14.803","0.5811","20.1653","54.0356","57.3322","-0.0296","28.7302","27.2451","1.4851","u","27.4011","0.4294","0.4714","u","0.2777","0.1937","-18.1579","0.0747","-130.0954","0.0891","15.1681","NP","NP","NP","0.4249","NP",NA
"NWT","NAVAJO",2008,"2008-07-31","1050","5.93","6.56","15.17","NP","NP","1.1749","u","27.4173","5.5446","13.1601","2.2902","2.1155","23.6917","14.1368","0.5811","21.3128","49.5872","55.695","-0.058","24.1829","23.9496","0.2334","0.2579","23.6917","0.6683","0.4326","0.2357","0.2389","0.1937","-18.8062","0.0394","-135.3779","0.0853","15.0716","NP","NP","NP","0.3448","NP",NA
"NWT","NAVAJO",2008,"2008-08-07","0955","5.83","6.79","8.51","NP","NP","1.4791","u","31.2542","6.3713","11.7026","2.1431","1.2129","27.4978","14.6781","0.9686","19.4999","52.9503","52.8673","0.0008","30.1998","29.4859","0.7139","1.9881","27.4978","0.4455","0.3713","0.0743","0.0484","0.3229","-18.1668","0.0411","-131.163","0.0826","14.1714","NP","NP","NP","0.542","NP",NA
"NWT","NAVAJO",2008,"2008-08-14","1340","6.01","8.39","17.3","NP","NP","0.9772","u","38.1606","7.4046","17.1472","2.7316","1.1","29.6751","19.8831","0.4843","30.3914","66.4212","68.4425","-0.015","30.8424","31.2478","u","1.5727","29.6751","0.3293","0.155","0.1743","u","0.1614","-17.4417","0.0564","-125.3439","0.0459","14.1896","NP","NP","NP","0.4281","NP",NA
"NWT","NAVAJO",2008,"2008-08-21","1010","6.09","11.72","24.96","NP","NP","0.8128","u","58.1124","11.0212","24.2468","4.0407","1.9744","45.2706","30.4388","0.678","43.7724","98.2339","103.3219","-0.0252","54.1051","50.2438","3.8613","4.9732","45.2706","0.297","0.2809","0.0161","0.0549","0.226","-15.8928","0.0279","-112.6203","0.0122","14.5221","NP","NP","NP","0.642","NP",NA
"NWT","NAVAJO",2008,"2008-08-28","1120","6.05","8.49","24.89","NP","NP","0.8913","u","38.928","7.4046","17.8137","2.4505","1.1565","29.288","21.7985","0.678","32.109","67.488","77.811","-0.071","29.3431","30.1284","u","0.8404","29.288","0.2583","0.2777","u","0.0517","0.226","-17.4191","0.0506","-125.9609","0.2851","13.3922","NP","NP","NP","0.57","NP",NA
"NWT","NAVAJO",2008,"2008-09-04","1005","6.05","8.25","15.06","NP","NP","0.8913","1.8131","36.6259","7.3013","21.6922","2.6709","1.5231","28.9655","22.6521","0.4843","33.579","70.9946","68.685","0.0165","40.5692","35.179","5.3902","4.4005","30.7786","0.2841","0.2873","u","0.1259","0.1614","-17.2981","0.0213","-125.7323","0.1216","12.6523","NP","NP","NP","0.6063","NP",NA
"NWT","NAVAJO",2008,"2008-09-18","1010","6.23","16.11","32.69","NP","NP","0.5888","u","75.762","14.2245","39.1746","5.5234","3.1873","46.2705","52.8619","0.3971","68.6318","135.2734","135.4069","-0.0005","42.6867","45.1498","u","u","46.2705","0.5036","0.297","0.2066","0.1647","0.1324","-15.4607","0.0397","-109.2795","0.1894","14.4062","NP","NP","NP","0.5094","NP",NA
"NWT","NAVAJO",2008,"2008-10-03","0955","6.3","16.39","27.36","NP","NP","0.5012","u","71.2237","13.7078","43.4819","4.7889","3.1591","49.6896","48.6355","u","73.4107","133.7035","128.8442","0.0185","54.0489","54.854","u","5.1644","49.6896","0.5133","0.1937","0.3196","0.1937","u","-15.4557","0.0097","-109.1745","0.298","14.4714","NP","NP","NP","0.435","NP",NA
"NWT","NAVAJO",2008,"2008-10-16","1140","6.46","19.18","45.93","NP","NP","0.3467","u","83.3301","15.9811","61.6786","6.2579","3.9489","53.5603","56.1098","0.6489","97.8261","167.5946","160.1979","0.0226","58.9718","57.0149","1.9568","3.4546","53.5603","0.4326","0.3971","0.0355","0.1808","0.2163","-14.9025","0.0992","-105.2565","0.0615","13.9631","NP","NP","NP","0.3756","NP",NA
"NWT","NAVAJO",2009,"2009-06-18","1210","5.88","9.17","18.09","NP","NP","1.3183","1.0709","46.3781","9.6786","11.5269","5.4806","3.8361","26.5302","20.6951","u","18.7538","75.4533","69.1513","0.0436","NP","31.7794","NP","4.1783","27.6011","NP","u","NP","u","u","-17.0855","0.1325","-122.4568","0.1567","14.227","NP","NP","NP","0.8788","NP",NA
"NWT","NAVAJO",2009,"2009-06-25","1050","5.93","9.91","33.33","NP","NP","1.1749","5.7717","47.2878","9.0009","10.1652","3.8705","2.9335","28.5139","21.7569","u","15.4147","77.271","86.5342","-0.0566","NP","34.2693","NP","u","34.2856","NP","u","NP","u","u","-17.9491","0.086","-129.761","0.1975","13.8318","NP","NP","NP","0.677","NP",NA
"NWT","NAVAJO",2009,"2009-07-02","1115","5.89","7.15","16.95","NP","NP","1.2882","1.382","34.0806","6.2895","9.8872","2.4276","2.0309","22.724","15.5109","u","15.886","55.3551","57.2157","-0.0165","NP","23.2794","NP","u","24.106","NP","0.0538","NP","0.0538","u","-18.8369","0.0424","-136.3894","0.2549","14.306","NP","NP","NP","0.87","NP",NA
"NWT","NAVAJO",2009,"2009-07-09","1025","5.89","6.86","21.32","NP","NP","1.2882","0.9089","29.587","5.6115","10.1652","2.1478","1.3539","19.3049","13.6995","u","15.7723","49.7087","55.6784","-0.0566","NP","21.6423","NP","1.4285","20.2138","NP","0.0487","NP","0.0487","u","-19.4241","0.0365","-138.9579","0.1857","16.4352","NP","NP","NP","0.359","NP",NA
"NWT","NAVAJO",2009,"2009-07-16","1030","5.89","5.55","15.57","NP","NP","1.2882","0.0632","25.8558","4.9334","10.4434","1.8713","1.1847","16.918","11.6384","0.0775","16.0556","44.4553","45.3885","-0.0104","NP","18.6599","NP","1.6787","16.9812","NP","0.0693","NP","0.0434","0.0258","-19.4178","0.0426","-140.0505","0.2613","15.2919","NP","NP","NP","0.2269","NP",NA
"NWT","NAVAJO",2009,"2009-07-23","1045","5.93","4.94","16.41","NP","NP","1.1749","u","23.623","4.7074","11.0001","1.5982","1.3821","15.1278","11.1387","0.0775","17.3175","42.1036","44.1361","-0.0236","NP","18.0776","NP","2.9497","15.1278","NP","0.0698","NP","0.044","0.0258","-19.3215","0.0568","-139.1473","0.1975","15.4245","NP","NP","NP","0.3584","NP",NA
"NWT","NAVAJO",2009,"2009-07-30","1015","6.01","6.02","22.32","NP","NP","0.9772","u","26.9739","5.1595","11.8361","1.8713","1.4385","18.1437","13.0958","0.0969","19.571","46.818","55.0949","-0.0812","NP","21.2391","NP","3.0954","18.1437","NP","0.0504","NP","0.0181","0.0323","-18.8058","0.0517","-135.3295","0.343","15.1172","NP","NP","NP","0.2718","NP",NA
"NWT","NAVAJO",2009,"2009-08-06","1015","6.06","5.54","16.45","NP","NP","0.871","u","25.2699","4.8683","12.0053","1.8713","1.1","17.1277","12.5753","0.1262","20.1744","44.8857","47.3792","-0.027","NP","18.7053","NP","1.5777","17.1277","NP","0.1712","NP","0.1292","0.0421","-18.7275","0.0265","-134.9388","0.1929","14.8813","NP","NP","NP","0.2788","NP",NA
"NWT","NAVAJO",2009,"2009-08-13","1020","5.92","6.1","17.81","NP","NP","1.2023","u","25.2699","4.8683","13.5115","1.8713","1.0436","17.9341","13.8245","0.2137","25.8544","46.7232","50.8259","-0.0421","NP","17.6344","NP","u","17.9341","NP","0.2048","NP","0.1335","0.0712","-18.3283","0.0196","-134.1392","0.1749","12.4871","NP","NP","NP","0.284","NP",NA
"NWT","NAVAJO",2009,"2009-08-20","1010","6.04","7.65","16.62","NP","NP","0.912","0.526","31.5996","6.0848","17.3747","2.1478","1.2975","22.5305","18.4465","0.1007","34.5399","58.6448","58.9951","-0.003","NP","22.7748","NP","u","23.0564","NP","0.163","NP","0.1295","0.0336","-18.1085","0.0297","-130.683","0.1397","14.1851","NP","NP","NP","0.1397","NP",NA
"NWT","NAVAJO",2009,"2009-08-27","1010","6.11","6.59","15.56","NP","NP","0.7762","1.3677","26.5338","5.107","15.1033","2.1478","2.0309","18.805","15.0528","0.1259","28.4006","51.0358","51.5746","-0.0053","NP","21.3469","NP","1.1743","20.1726","NP","0.2099","NP","0.1679","0.042","-18.0596","0.0274","-131.3106","0.1352","13.166","NP","NP","NP","0.2167","NP",NA
"NWT","NAVAJO",2009,"2009-09-03","0950","6.1","7.03","21.79","NP","NP","0.7943","0.7392","28.4037","5.3742","16.0751","2.1738","1.5513","21.1757","15.8024","0.1134","30.6381","53.5603","60.4329","-0.0603","NP","21.3469","NP","u","21.915","NP","0.2323","NP","0.1945","0.0378","-17.8241","0.0546","-129.9387","0.0422","12.654","NP","NP","NP","0.1899","NP",NA
"NWT","NAVAJO",2009,"2009-09-10","1030","5.99","6.97","15.56","NP","NP","1.0233","u","27.4557","5.3742","16.0751","2.4276","2.3693","19.8855","14.9696","0.215","28.4652","52.3558","52.9994","-0.0061","NP","19.4251","NP","u","19.8855","NP","0.2687","NP","0.197","0.0717","-17.5768","0.0782","-129.6558","0.2999","10.9589","NP","NP","NP","0.2502","NP",NA
"NWT","NAVAJO",2009,"2009-09-17","1100","5.94","7.57","14.09","NP","NP","1.1482","1.1739","33.7273","6.1333","17.5246","2.4276","1.9462","23.7723","18.4673","0.1307","31.4193","62.1348","58.4065","0.0309","NP","27.0664","NP","2.1202","24.9462","NP","0.1382","NP","0.0946","0.0436","-17.6295","0.0434","-128.0534","0.2603","12.9829","NP","NP","NP","0.208","NP",NA
"NWT","NAVAJO",2009,"2009-09-24","1200","6.17","11.85","18.7","NP","NP","0.6761","u","54.869","9.7071","22.9485","4.0256","1.6642","31.8684","37.705","u","50.8904","92.2263","89.9376","0.0126","NP","34.6072","NP","2.7387","31.8684","NP","u","NP","u","u","-16.9469","0.0213","-123.7283","0.0465","11.8467","NP","NP","NP","0.125","NP",NA
"NWT","NAVAJO",2010,"2010-06-10","1130","6.29","11.2","35.07","NP","NP","0.5129","7.7601","56.5814","9.7857","8.6459","5.3932","3.7514","30.8685","22.3815","1.0717","12.7136","88.6791","93.1431","-0.0246","NP","39.7595","NP","1.1309","38.6286","NP","0.3709","NP","0.0137","0.3572","-19.1014","0.0199","-137.8512","0.0582","14.96","NP","NP","NP","0.9224","NP",NA
"NWT","NAVAJO",2010,"2010-06-17","1110","6.06","10.51","22.16","NP","NP","0.871","1.7369","52.4356","9.6698","12.1849","4.6174","3.7797","34.6586","21.5903","0.8814","25.1289","81.5155","83.0699","-0.0094","NP","39.8381","NP","3.4426","36.3955","NP","0.5667","NP","0.2729","0.2938","-17.9154","0.0434","-127.8296","0.0644","15.4936","NP","NP","NP","0.886","NP",NA
"NWT","NAVAJO",2010,"2010-06-24","1140","5.86","7.59","18.75","NP","NP","1.3804","2.3636","38.885","7.0925","8.1232","3.0749","2.2001","24.2239","14.2825","1.1412","14.5757","60.9196","60.5977","0.0026","NP","28.2857","NP","1.6982","26.5875","NP","0.4197","NP","0.0393","0.3804","-19.0163","0.0643","-137.1952","0.1667","14.9353","NP","NP","NP","0.477","NP",NA
"NWT","NAVAJO",2010,"2010-07-01","1015","5.92","6.3","16.15","NP","NP","1.2023","1.3565","30.456","5.8236","8.8285","2.4039","1.9744","20.7564","11.4926","1.046","16.1083","50.0707","51.4195","-0.0133","NP","22.7034","NP","0.5905","22.1129","NP","0.4821","NP","0.1334","0.3487","-20.0278","0.0412","-138.6141","0.4344","21.6084","NP","NP","NP","0.537","NP",NA
"NWT","NAVAJO",2010,"2010-07-08","1020","5.92","6.31","17.65","NP","NP","1.2023","0.8883","28.6358","5.5518","9.289","2.182","1.4949","21.0629","11.1595","0.8039","18.6571","47.7492","52.1712","-0.0443","NP","22.951","NP","0.9998","21.9512","NP","0.3292","NP","0.0612","0.268","-18.5353","0.0482","-132.3023","0.4597","15.9801","NP","NP","NP","0.296","NP",NA
"NWT","NAVAJO",2010,"2010-07-15","1115","5.79","4.99","11.64","NP","NP","1.6218","u","21.5479","4.284","8.1398","1.6462","1.2693","15.4665","8.3488","0.8233","14.7393","37.2397","37.5479","-0.0041","NP","16.8729","NP","1.4064","15.4665","NP","0.3374","NP","0.063","0.2744","-18.5199","0.077","-132.7251","0.3854","15.4341","NP","NP","NP","0.266","NP",NA
"NWT","NAVAJO",2010,"2010-07-23","1045","5.86","5.59","12.14","NP","NP","1.3804","u","22.8823","4.2289","9.116","1.5122","1.1","17.1116","8.786","1.0364","16.0215","39.1197","40.174","-0.0133","NP","16.9511","NP","u","17.1116","NP","EQCL","NP","EQCL","0.3455","-18.1425","0.0041","-131.3903","0.1582","13.7493","NP","NP","NP","0.2432","NP",NA
"NWT","NAVAJO",2010,"2010-07-29","1020","5.84","4.76","12.37","NP","NP","1.4454","u","22.5759","4.3683","8.673","1.5122","1.0436","15.7407","9.0567","1.0073","16.6777","38.5749","39.2183","-0.0083","NP","16.5433","NP","0.8026","15.7407","NP","0.356","NP","0.0202","0.3358","-18.0522","0.065","-130.455","0.0472","13.963","NP","NP","NP","0.2691","NP",NA
"NWT","NAVAJO",2010,"2010-08-05","1020","5.94","7.8","16.08","NP","NP","1.1482","0.7578","35.0299","6.4577","13.9218","2.7951","1.0436","22.2079","15.2194","1.1042","29.9481","60.1104","55.6551","0.0385","NP","22.4389","NP","u","22.9657","NP","EQCL","NP","EQCL","0.3681","-16.337","0.0267","-115.9661","0.1777","14.7299","NP","NP","NP","0.1906","NP",NA
"NWT","NAVAJO",2010,"2010-08-12","1020","5.88","7.14","16.2","NP","NP","1.3183","0.9574","30.9152","5.8814","13.3649","2.1778","1.3257","22.9337","14.1992","1.4024","27.6143","54.615","56.061","-0.0131","NP","24.1778","NP","0.2867","23.8911","NP","0.4215","NP","u","0.4675","-16.6437","0.02","-119.6106","0.5726","13.5394","NP","NP","NP","0.315","NP",NA
"NWT","NAVAJO",2010,"2010-08-19","1015","5.85","6.55","16.13","NP","NP","1.4125","u","27.2299","5.3636","12.7448","3.6827","1.4103","19.7726","12.0131","1.4837","24.9947","50.4335","50.8097","-0.0037","NP","19.8382","NP","0.0656","19.7726","NP","0.5637","NP","0.0691","0.4946","-16.3577","0.0475","-117.1032","0.2012","13.7583","NP","NP","NP","0.3057","NP",NA
"NWT","NAVAJO",2010,"2010-08-26","1130","5.96","6.74","19.12","NP","NP","1.0965","1.8042","28.8446","5.8074","15.9418","3.7705","1.2975","20.9983","16.0522","0.5618","30.7579","57.2651","58.0298","-0.0066","NP","21.5986","NP","u","22.8025","NP","0.3566","NP","0.1693","0.1873","-15.7898","0.0088","-113.4385","0.4575","12.8803","NP","NP","NP","0.3079","NP",NA
"NWT","NAVAJO",2010,"2010-09-02","1010","6.05","8.74","21.56","NP","NP","0.8913","0.754","34.3539","6.7714","20.9825","2.7951","1.6078","23.5627","19.6957","1.3532","43.0538","66.5481","67.7793","-0.0092","NP","24.3908","NP","0.0741","24.3167","NP","0.8139","NP","0.3628","0.4511","-15.4346","0.0128","-112.4287","0.6842","11.0484","NP","NP","NP","0.3372","NP",NA
"NWT","NAVAJO",2010,"2010-09-16","1000","6.16","10.47","27.71","NP","NP","0.6918","u","42.1871","8.3356","27.2548","3.3263","1.1","25.5302","26.4205","0.9976","50.3562","81.7956","81.7584","0.0002","NP","27.5917","NP","2.0615","25.5302","NP","0.4665","NP","0.1339","0.3325","-15.41","0.0171","-112.3735","0.6879","10.9063","NP","NP","NP","0.335","NP",NA
"NWT","NAVAJO",2010,"2010-09-24","1315","6.26","12.69","36.04","NP","NP","0.5495","u","52.0819","10.2097","36.0812","4.3238","2.7642","29.4332","36.0602","1.3158","70.0024","103.2461","105.6134","-0.0113","NP","36.4825","NP","7.0494","29.4332","NP","0.4872","NP","0.0486","0.4386","-15.3786","0.0363","-111.4712","0.1335","11.5577","NP","NP","NP","0.441","NP",NA
"NWT","NAVAJO",2010,"2010-10-07","1400","6.22","13.01","32.56","NP","NP","0.6026","u","59.4201","11.2653","33.9915","4.4146","1.8334","40.271","35.2899","1.1674","64.3058","109.694","111.1217","-0.0065","NP","46.4778","NP","6.2067","40.271","NP","0.4127","NP","0.0236","0.3891","-15.444","0.0495","-112.6047","0.4607","10.9472","NP","NP","NP","0.998","NP",NA
"NWT","NAVAJO",2011,"2011-07-21","1205","5.95","6.44","22.18","NP","NP","1.122","4.7685","31.815","6.4196","10.7084","2.5836","1.5796","19.692","12.7626","1.0218","18.9632","57.417","57.236","0.0016","NP","24.7239","NP","0.2634","24.4605","NP","0.6684","0.3278","0.3406","NP","-18.4769","0.0574","-131.9108","0.2179","15.9043","NP","NP","NP","0.4075","NP",NA
"NWT","NAVAJO",2011,"2011-07-28","1145","5.85","5.8","24.71","NP","NP","1.4125","3.3077","25.7093","5.2977","10.4703","2.0309","1.2411","17.6922","10.181","1.3018","17.9769","48.2284","55.126","-0.0667","NP","20.9948","NP","u","20.9999","NP","0.5713","0.1374","0.4339","NP","-18.9132","0.0769","-135.6098","0.2282","15.696","NP","NP","NP","0.2783","NP",NA
"NWT","NAVAJO",2011,"2011-10-03","0915","6.331","12.42","22.55","NP","NP","0.4667","u","53.9569","10.2747","30.8386","4.1959","2.0873","45.8512","31.8129","u","49.0778","99.7327","102.3014","-0.0127","NP","51.272","NP","5.4208","45.8512","NP","0.2082","0.2082","u","NP","-16.328","0.0348","-116.2682","0.1404","14.3561","NP","NP","NP","0.4404","NP",NA
"NWT","NAVAJO",2012,"2012-05-31","1205","5.95","11.21","13.67","NP","NP","1.12","1.44","52.60","10.63","13.76","5.49","4.51","37.53","23.57","0.10","20.67","85.05","79.38","0.03","NP","39.24","NP","0.26","38.97","NP","0.34","NP","0.30","0.03","-16.35","0.06","-116.67","0.07","14.12","NP","NP","NP","0.84","NP",NA
"NWT","NAVAJO",2012,"2012-06-07","1130","5.75","10.45","11.65","NP","NP","1.78","0.97","48.95","9.67","12.42","4.8","4.48","38.88","21.80","0.30","20.78","78.58","77.11","0.01","NP","45.72","NP","5.87","39.85","NP","0.45","NP","0.35","0.10","-17.33","0.02","-124.34","0.08","14.33","NP","NP","NP","0.65","NP",NA
"NWT","NAVAJO",2012,"2012-06-14","1200","5.86","8.93","19.12","NP","NP","1.38","u","43.70","8.45","14.62","3.17","3.81","33.71","19.20","0.75","20.04","71.32","76.58","-0.04","NP","36.92","NP","3.21","33.71","NP","0.29","NP","0.04","0.25","-18.25","0.06","-133.06","0.20","12.96","NP","NP","NP","0.32","NP",NA
"NWT","NAVAJO",2012,"2012-06-21","1045","6.00","7.77","16.41","NP","NP","1.00","u","37.06","7.24","14.5","2.71","3.36","29.71","16.68","0.83","21.46","62.51","66.98","-0.03","NP","29.07","NP","u","29.71","NP","0.29","NP","0.01","0.28","-18.40","0.03","-133.22","0.11","13.96","NP","NP","NP","0.27","NP",NA
"NWT","NAVAJO",2012,"2012-06-28","1055","6.11","6.5","19.07","NP","NP","0.78","u","28.88","5.77","11.54","2.13","2.00","21.76","12.58","0.96","17.23","49.11","56.36","-0.07","NP","28.24","NP","6.49","21.76","NP","0.44","NP","0.12","0.32","-18.30","0.05","-132.25","0.14","14.13","NP","NP","NP","0.24","NP",NA
"NWT","NAVAJO",2012,"2012-07-05","1100","6.06","7.65","18.34","NP","NP","0.87","u","33.80","6.63","13.42","2.48","1.92","26.58","15.01","0.68","21.28","57.21","62.53","-0.04","NP","29.09","NP","2.51","26.58","NP","0.36","NP","0.14","0.23","-17.36","0.02","-124.18","0.20","14.69","NP","NP","NP","0.41","NP",NA
"NWT","NAVAJO",2012,"2012-07-12","1105","6.08","7.27","20.80","NP","NP","0.83","u","32.58","6.13","13.66","2.48","1.58","22.90","14.18","1.26","24.13","55.68","60.72","-0.04","NP","24.59","NP","1.69","22.90","NP","0.44","NP","0.02","0.42","-16.50","0.04","-116.54","0.20","15.44","NP","NP","NP","0.37","NP",NA
"NWT","NAVAJO",2012,"2012-07-19","1140","5.97","8.05","16.96","NP","NP","1.07","u","33.30","6.22","13.6","2.36","1.47","24.47","15.30","u","24.13","56.55","58.20","-0.01","NP","26.20","NP","1.73","24.47","NP","0.33","NP","0.33","u","-15.98","0.02","-112.92","0.09","14.91","NP","NP","NP","0.37","NP",NA
"NWT","NAVAJO",2012,"2012-07-26","1040","6.07","8.62","22.04","NP","NP","0.85","3.70","39.92","7.44","15.89","4.4","1.81","28.08","18.95","0.93","31.25","72.20","71.80","0.00","NP","29.19","NP","u","31.77","NP","0.31","NP","u","0.31","-14.00","0.05","-99.12","0.41","12.87","NP","NP","NP","0.40","NP",NA
"NWT","NAVAJO",2012,"2012-08-02","1040","6.11","7.81","22.33","NP","NP","0.78","0.54","34.86","6.59","15.45","2.36","1.49","24.32","17.61","0.73","28.04","60.58","66.49","-0.05","NP","25.33","NP","0.47","24.86","NP","0.27","NP","0.02","0.24","-14.38","0.03","-100.84","0.22","14.16","NP","NP","NP","0.28","NP",NA
"NWT","NAVAJO",2012,"2012-08-09","1015","6.11","7.78","22.20","NP","NP","0.78","u","34.21","6.24","17.76","2.26","1.55","23.43","18.80","0.86","31.07","61.25","66.85","-0.04","NP","23.31","NP","u","23.43","NP","0.30","NP","0.01","0.29","-15.75","0.03","-116.60","0.24","9.42","NP","NP","NP","0.28","NP",NA
"NWT","NAVAJO",2012,"2012-08-16","1020","6.03","8.67","20.54","NP","NP","0.93","1.02","36.89","6.99","18.78","4.29","1.72","26.35","21.30","0.92","32.13","68.91","70.83","-0.01","NP","25.91","NP","u","27.37","NP","0.31","NP","u","0.31","-14.69","0.01","-104.82","0.24","12.72","NP","NP","NP","0.30","NP",NA
"NWT","NAVAJO",2012,"2012-08-23","1005","6.11","8.55","24.28","NP","NP","0.78","u","39.92","7.44","18.42","5.54","1.72","29.58","20.26","0.96","29.11","72.10","76.79","-0.03","NP","32.01","NP","2.43","29.58","NP","0.34","NP","0.03","0.32","-14.87","0.04","-107.54","0.09","11.45","NP","NP","NP","0.35","NP",NA
"NWT","NAVAJO",2012,"2012-08-30","0950","6.02","10.52","20.89","NP","NP","0.95","1.14","44.30","8.27","22.45","2.83","1.97","35.06","23.21","0.86","34.27","79.94","82.00","-0.01","NP","36.31","NP","0.11","36.21","NP","0.32","NP","0.03","0.29","-14.90","0.03","-107.55","0.32","11.64","NP","NP","NP","0.33","NP",NA
"NWT","NAVAJO",2012,"2012-09-06","1030","6.08","12.2","26.47","NP","NP","0.83","0.63","49.72","9.62","31.3","6.48","3.19","41.45","29.00","0.18","45.11","98.59","100.29","-0.01","NP","43.79","NP","1.71","42.08","NP","u","NP","u","0.06","-14.51","0.02","-103.64","0.11","12.45","NP","NP","NP","0.36","NP",NA
"NWT","NAVAJO",2012,"2012-09-13","1030","6.19","17.26","28.53","NP","NP","0.65","0.51","78.67","14.86","38.92","5.26","3.95","59.91","47.24","0.82","55.23","138.86","140.46","-0.01","NP","61.98","NP","1.56","60.42","NP","0.31","NP","0.04","0.27","-13.52","0.06","-95.28","0.23","12.86","NP","NP","NP","0.46","NP",NA
"NWT","NAVAJO",2012,"2012-09-20","0945","6.31","16.9","37.92","NP","NP","0.49","0.25","72.04","14.41","48.21","5.85","3.58","55.51","45.18","0.57","64.28","141.25","142.76","-0.01","NP","56.38","NP","u","55.76","NP","0.33","NP","0.14","0.19","-13.76","0.06","-94.51","0.09","15.54","NP","NP","NP","0.41","NP",NA
